location,base_ts,ts,cloud,temp,temp_max,temp_min,humidity,ground_press,wind_speed,wind_dir,rain,snow
Cheju-do,1718157600,1718262000,13.0,21.47,21.47,21.47,67.0,1005.0,1.67,299.0,0.0,0.0
Cheju-do,1718157600,1718265600,13.0,20.89,20.89,20.89,70.0,1006.0,2.03,298.0,0.0,0.0
Cheju-do,1718157600,1718269200,22.0,20.48,20.48,20.48,73.0,1006.0,1.4,279.0,0.0,0.0
Cheju-do,1718157600,1718272800,19.0,20.02,20.02,20.02,75.0,1006.0,0.51,267.0,0.0,0.0
Cheju-do,1718157600,1718276400,28.0,19.55,19.55,19.55,77.0,1007.0,1.25,257.0,0.0,0.0
Cheju-do,1718157600,1718280000,40.0,19.43,19.43,19.43,79.0,1007.0,1.15,224.0,0.0,0.0
Cheju-do,1718157600,1718283600,100.0,19.34,19.34,19.34,81.0,1007.0,1.3,225.0,0.0,0.0
Cheju-do,1718157600,1718287200,95.0,19.22,19.22,19.22,82.0,1008.0,1.02,218.0,0.0,0.0
Cheju-do,1718157600,1718290800,96.0,19.13,19.13,19.13,82.0,1007.0,0.59,209.0,0.0,0.0
Cheju-do,1718244000,1718290800,100.0,19.05,19.05,19.05,80.0,1006.0,0.58,129.0,0.0,0.0
Cheju-do,1718244000,1718294400,100.0,18.92,18.92,18.92,81.0,1006.0,0.82,135.0,0.0,0.0
Cheju-do,1718244000,1718298000,100.0,18.65,18.65,18.65,82.0,1006.0,0.42,264.0,0.0,0.0
Cheju-do,1718244000,1718301600,100.0,18.62,18.62,18.62,82.0,1007.0,0.59,323.0,0.0,0.0
Cheju-do,1718244000,1718305200,100.0,18.58,18.58,18.58,81.0,1006.0,0.21,73.0,0.0,0.0
Cheju-do,1718244000,1718308800,100.0,18.51,18.51,18.51,81.0,1007.0,0.18,62.0,0.0,0.0
Cheju-do,1718244000,1718312400,100.0,18.62,18.62,18.62,82.0,1007.0,1.35,105.0,0.0,0.0
Cheju-do,1718244000,1718316000,100.0,19.14,19.14,19.14,80.0,1007.0,1.45,79.0,0.0,0.0
Cheju-do,1718244000,1718319600,100.0,19.92,19.92,19.92,77.0,1007.0,1.54,63.0,0.0,0.0
Cheju-do,1718244000,1718323200,98.0,20.69,20.69,20.69,74.0,1007.0,1.35,71.0,0.0,0.0
Cheju-do,1718244000,1718326800,87.0,21.15,21.15,21.15,74.0,1007.0,1.72,50.0,0.0,0.0
Cheju-do,1718244000,1718330400,94.0,21.23,21.23,21.23,75.0,1007.0,1.16,76.0,0.27,0.0
Cheju-do,1718244000,1718334000,96.0,21.64,21.64,21.64,74.0,1006.0,1.5,84.0,0.13,0.0
Cheju-do,1718244000,1718337600,95.0,21.88,21.88,21.88,74.0,1006.0,1.95,81.0,0.0,0.0
Cheju-do,1718244000,1718341200,96.0,22.12,22.12,22.12,74.0,1005.0,2.11,78.0,0.0,0.0
Cheju-do,1718244000,1718344800,96.0,22.1,22.1,22.1,73.0,1005.0,1.83,116.0,0.0,0.0
Cheju-do,1718244000,1718348400,77.0,21.58,21.58,21.58,75.0,1005.0,1.45,160.0,0.1,0.0
Cheju-do,1718244000,1718352000,81.0,21.31,21.31,21.31,75.0,1005.0,1.2,157.0,0.0,0.0
Cheju-do,1718244000,1718355600,86.0,21.31,21.31,21.31,74.0,1004.0,1.58,106.0,0.0,0.0
Cheju-do,1718244000,1718359200,83.0,20.73,20.73,20.73,76.0,1004.0,1.94,114.0,0.0,0.0
Cheju-do,1718244000,1718362800,80.0,20.01,20.01,20.01,79.0,1005.0,1.6,98.0,0.0,0.0
Cheju-do,1718244000,1718366400,76.0,19.7,19.7,19.7,80.0,1005.0,1.74,102.0,0.0,0.0
Cheju-do,1718244000,1718370000,32.0,19.57,19.57,19.57,80.0,1006.0,1.09,103.0,0.0,0.0
Cheju-do,1718244000,1718373600,38.0,19.6,19.6,19.6,81.0,1006.0,0.85,89.0,0.0,0.0
Cheju-do,1718244000,1718377200,33.0,19.45,19.45,19.45,83.0,1005.0,1.4,90.0,0.0,0.0
Cheju-do,1718330400,1718377200,45.0,19.4,19.4,19.4,88.0,1006.0,1.35,124.0,0.0,0.0
Cheju-do,1718330400,1718380800,40.0,19.31,19.31,19.31,89.0,1005.0,0.98,116.0,0.0,0.0
Cheju-do,1718330400,1718384400,37.0,19.24,19.24,19.24,89.0,1004.0,0.81,97.0,0.0,0.0
Cheju-do,1718330400,1718388000,33.0,19.18,19.18,19.18,90.0,1004.0,0.92,94.0,0.0,0.0
Cheju-do,1718330400,1718391600,9.0,18.98,18.98,18.98,90.0,1004.0,1.23,96.0,0.0,0.0
Cheju-do,1718330400,1718395200,13.0,18.87,18.87,18.87,91.0,1004.0,0.83,82.0,0.0,0.0
Cheju-do,1718330400,1718398800,23.0,19.15,19.15,19.15,90.0,1004.0,1.2,122.0,0.0,0.0
Cheju-do,1718330400,1718402400,31.0,19.98,19.98,19.98,86.0,1004.0,1.87,102.0,0.0,0.0
Cheju-do,1718330400,1718406000,45.0,20.5,20.5,20.5,83.0,1004.0,1.12,86.0,0.0,0.0
Cheju-do,1718330400,1718409600,54.0,20.85,20.85,20.85,82.0,1004.0,0.4,6.0,0.0,0.0
Cheju-do,1718330400,1718413200,77.0,21.18,21.18,21.18,81.0,1004.0,0.47,311.0,0.15,0.0
Cheju-do,1718330400,1718416800,68.0,20.78,20.78,20.78,81.0,1004.0,0.61,273.0,0.42,0.0
Cheju-do,1718330400,1718420400,66.0,21.28,21.28,21.28,79.0,1004.0,0.62,246.0,0.25,0.0
Cheju-do,1718330400,1718424000,66.0,21.72,21.72,21.72,77.0,1004.0,0.57,251.0,0.23,0.0
Cheju-do,1718330400,1718427600,67.0,21.74,21.74,21.74,77.0,1003.0,0.89,300.0,0.19,0.0
Cheju-do,1718330400,1718431200,69.0,21.36,21.36,21.36,79.0,1003.0,1.16,283.0,0.19,0.0
Cheju-do,1718330400,1718434800,64.0,21.13,21.13,21.13,81.0,1003.0,1.25,281.0,0.15,0.0
Cheju-do,1718330400,1718438400,73.0,21.06,21.06,21.06,82.0,1003.0,1.55,282.0,0.0,0.0
Cheju-do,1718330400,1718442000,72.0,20.97,20.97,20.97,82.0,1004.0,2.0,280.0,0.0,0.0
Cheju-do,1718330400,1718445600,70.0,20.66,20.66,20.66,83.0,1004.0,1.82,275.0,0.0,0.0
Cheju-do,1718330400,1718449200,69.0,20.23,20.23,20.23,86.0,1004.0,1.89,281.0,0.0,0.0
Cheju-do,1718330400,1718452800,72.0,19.95,19.95,19.95,88.0,1004.0,1.65,292.0,0.0,0.0
Cheju-do,1718330400,1718456400,11.0,19.61,19.61,19.61,90.0,1005.0,1.85,292.0,0.0,0.0
Cheju-do,1718330400,1718460000,10.0,19.28,19.28,19.28,91.0,1005.0,1.59,280.0,0.0,0.0
Cheju-do,1718330400,1718463600,9.0,19.01,19.01,19.01,91.0,1006.0,1.91,290.0,0.0,0.0
Cheju-do,1718416800,1718463600,19.0,18.99,18.99,18.99,92.0,1006.0,3.22,280.0,0.0,0.0
Cheju-do,1718416800,1718467200,22.0,18.93,18.93,18.93,91.0,1006.0,2.72,277.0,0.0,0.0
Cheju-do,1718416800,1718470800,23.0,18.73,18.73,18.73,91.0,1006.0,3.05,284.0,0.0,0.0
Cheju-do,1718416800,1718474400,24.0,18.59,18.59,18.59,91.0,1006.0,2.89,271.0,0.0,0.0
Cheju-do,1718416800,1718478000,17.0,18.29,18.29,18.29,91.0,1005.0,2.41,290.0,0.0,0.0
Cheju-do,1718416800,1718481600,27.0,18.19,18.19,18.19,92.0,1006.0,2.7,271.0,0.0,0.0
Cheju-do,1718416800,1718485200,32.0,18.26,18.26,18.26,92.0,1007.0,2.64,276.0,0.0,0.0
Cheju-do,1718416800,1718488800,35.0,18.84,18.84,18.84,90.0,1008.0,4.02,293.0,0.0,0.0
Cheju-do,1718416800,1718492400,37.0,19.24,19.24,19.24,87.0,1008.0,3.65,296.0,0.0,0.0
Cheju-do,1718416800,1718496000,39.0,19.64,19.64,19.64,82.0,1008.0,3.15,297.0,0.0,0.0
Cheju-do,1718416800,1718499600,13.0,20.57,20.57,20.57,74.0,1008.0,3.39,300.0,0.0,0.0
Cheju-do,1718416800,1718503200,44.0,21.02,21.02,21.02,72.0,1008.0,3.06,305.0,0.0,0.0
Cheju-do,1718416800,1718506800,58.0,21.27,21.27,21.27,70.0,1008.0,3.47,311.0,0.0,0.0
Cheju-do,1718416800,1718510400,68.0,21.54,21.54,21.54,67.0,1008.0,2.76,318.0,0.0,0.0
Cheju-do,1718416800,1718514000,75.0,21.26,21.26,21.26,67.0,1008.0,1.65,324.0,0.0,0.0
Cheju-do,1718416800,1718517600,79.0,20.89,20.89,20.89,69.0,1008.0,1.43,326.0,0.0,0.0
Cheju-do,1718416800,1718521200,100.0,20.88,20.88,20.88,67.0,1008.0,1.74,320.0,0.0,0.0
Cheju-do,1718416800,1718524800,100.0,20.54,20.54,20.54,66.0,1008.0,1.47,328.0,0.0,0.0
Cheju-do,1718416800,1718528400,100.0,19.99,19.99,19.99,68.0,1008.0,1.22,326.0,0.0,0.0
Cheju-do,1718416800,1718532000,100.0,19.79,19.79,19.79,69.0,1009.0,1.44,305.0,0.0,0.0
Cheju-do,1718416800,1718535600,87.0,19.03,19.03,19.03,75.0,1009.0,1.49,349.0,0.0,0.0
Cheju-do,1718416800,1718539200,88.0,18.66,18.66,18.66,77.0,1009.0,0.72,334.0,0.0,0.0
Cheju-do,1718416800,1718542800,60.0,18.56,18.56,18.56,76.0,1010.0,0.2,352.0,0.0,0.0
Cheju-do,1718416800,1718546400,80.0,18.43,18.43,18.43,75.0,1010.0,0.27,198.0,0.0,0.0
Cheju-do,1718416800,1718550000,87.0,18.48,18.48,18.48,76.0,1010.0,0.99,247.0,0.0,0.0
Cheju-do,1718503200,1718550000,100.0,18.13,18.13,18.13,80.0,1010.0,1.82,280.0,0.0,0.0
Cheju-do,1718503200,1718553600,100.0,18.06,18.06,18.06,78.0,1010.0,1.88,261.0,0.0,0.0
Cheju-do,1718503200,1718557200,100.0,17.88,17.88,17.88,76.0,1010.0,1.64,264.0,0.0,0.0
Cheju-do,1718503200,1718560800,100.0,18.06,18.06,18.06,72.0,1009.0,1.85,276.0,0.0,0.0
Cheju-do,1718503200,1718564400,100.0,17.9,17.9,17.9,70.0,1009.0,1.29,235.0,0.0,0.0
Cheju-do,1718503200,1718568000,100.0,17.89,17.89,17.89,69.0,1009.0,0.59,256.0,0.0,0.0
Cheju-do,1718503200,1718571600,100.0,17.83,17.83,17.83,70.0,1010.0,0.56,261.0,0.0,0.0
Cheju-do,1718503200,1718575200,100.0,18.31,18.31,18.31,68.0,1010.0,0.6,179.0,0.0,0.0
Cheju-do,1718503200,1718578800,100.0,19.2,19.2,19.2,61.0,1010.0,0.34,128.0,0.0,0.0
Cheju-do,1718503200,1718582400,100.0,19.36,19.36,19.36,61.0,1011.0,1.16,255.0,0.0,0.0
Cheju-do,1718503200,1718586000,100.0,19.83,19.83,19.83,59.0,1010.0,0.76,352.0,0.0,0.0
Cheju-do,1718503200,1718589600,100.0,19.75,19.75,19.75,59.0,1010.0,1.13,355.0,0.0,0.0
Cheju-do,1718503200,1718593200,100.0,20.23,20.23,20.23,57.0,1009.0,0.93,83.0,0.0,0.0
Cheju-do,1718503200,1718596800,100.0,19.8,19.8,19.8,60.0,1009.0,1.92,74.0,0.0,0.0
Cheju-do,1718503200,1718600400,100.0,20.12,20.12,20.12,62.0,1008.0,3.43,86.0,0.0,0.0
Cheju-do,1718503200,1718604000,100.0,20.01,20.01,20.01,63.0,1007.0,2.47,81.0,0.0,0.0
Cheju-do,1718503200,1718607600,100.0,19.99,19.99,19.99,62.0,1007.0,1.2,51.0,0.0,0.0
Cheju-do,1718503200,1718611200,100.0,18.67,18.67,18.67,70.0,1008.0,0.91,210.0,0.1,0.0
Cheju-do,1718503200,1718614800,100.0,17.94,17.94,17.94,74.0,1008.0,3.17,144.0,0.0,0.0
Cheju-do,1718503200,1718618400,100.0,17.25,17.25,17.25,77.0,1008.0,1.14,119.0,0.0,0.0
Cheju-do,1718503200,1718622000,100.0,16.62,16.62,16.62,80.0,1008.0,1.04,85.0,0.0,0.0
Cheju-do,1718503200,1718625600,86.0,16.3,16.3,16.3,81.0,1009.0,1.06,44.0,0.0,0.0
Cheju-do,1718503200,1718629200,7.0,16.2,16.2,16.2,83.0,1009.0,1.85,18.0,0.0,0.0
Cheju-do,1718503200,1718632800,9.0,16.01,16.01,16.01,85.0,1009.0,1.39,27.0,0.0,0.0
Cheju-do,1718503200,1718636400,14.0,15.95,15.95,15.95,85.0,1008.0,1.12,347.0,0.0,0.0
Cheju-do,1718589600,1718636400,36.0,15.43,15.43,15.43,74.0,1008.0,1.42,39.0,0.0,0.0
Cheju-do,1718589600,1718640000,35.0,15.43,15.43,15.43,72.0,1008.0,1.25,350.0,0.0,0.0
Cheju-do,1718589600,1718643600,28.0,15.28,15.28,15.28,72.0,1007.0,0.64,2.0,0.0,0.0
Cheju-do,1718589600,1718647200,24.0,15.37,15.37,15.37,74.0,1007.0,1.43,318.0,0.0,0.0
Cheju-do,1718589600,1718650800,0.0,15.26,15.26,15.26,79.0,1007.0,1.66,302.0,0.0,0.0
Cheju-do,1718589600,1718654400,0.0,15.37,15.37,15.37,82.0,1008.0,1.82,290.0,0.0,0.0
Cheju-do,1718589600,1718658000,1.0,15.87,15.87,15.87,83.0,1008.0,2.64,293.0,0.0,0.0
Cheju-do,1718589600,1718661600,1.0,17.13,17.13,17.13,83.0,1009.0,3.71,302.0,0.0,0.0
Cheju-do,1718589600,1718665200,5.0,18.37,18.37,18.37,77.0,1009.0,4.09,312.0,0.0,0.0
Cheju-do,1718589600,1718668800,4.0,19.63,19.63,19.63,65.0,1009.0,2.9,317.0,0.0,0.0
Cheju-do,1718589600,1718672400,0.0,20.6,20.6,20.6,58.0,1009.0,2.46,319.0,0.0,0.0
Cheju-do,1718589600,1718676000,0.0,21.36,21.36,21.36,55.0,1008.0,2.39,327.0,0.0,0.0
Cheju-do,1718589600,1718679600,0.0,21.83,21.83,21.83,52.0,1008.0,2.11,321.0,0.0,0.0
Cheju-do,1718589600,1718683200,0.0,22.26,22.26,22.26,51.0,1008.0,2.17,318.0,0.0,0.0
Cheju-do,1718589600,1718686800,0.0,22.5,22.5,22.5,50.0,1008.0,2.14,317.0,0.0,0.0
Cheju-do,1718589600,1718690400,0.0,22.7,22.7,22.7,50.0,1008.0,1.59,316.0,0.0,0.0
Cheju-do,1718589600,1718694000,0.0,22.5,22.5,22.5,50.0,1008.0,1.4,308.0,0.0,0.0
Cheju-do,1718589600,1718697600,0.0,22.1,22.1,22.1,54.0,1008.0,1.48,313.0,0.0,0.0
Cheju-do,1718589600,1718701200,0.0,21.68,21.68,21.68,57.0,1008.0,1.05,300.0,0.0,0.0
Cheju-do,1718589600,1718704800,0.0,20.94,20.94,20.94,63.0,1008.0,1.76,283.0,0.0,0.0
Cheju-do,1718589600,1718708400,0.0,19.89,19.89,19.89,70.0,1008.0,1.42,292.0,0.0,0.0
Cheju-do,1718589600,1718712000,17.0,19.65,19.65,19.65,72.0,1009.0,1.58,291.0,0.0,0.0
Cheju-do,1718589600,1718715600,30.0,19.56,19.56,19.56,71.0,1010.0,0.74,276.0,0.0,0.0
Cheju-do,1718589600,1718719200,57.0,19.6,19.6,19.6,69.0,1010.0,0.84,295.0,0.0,0.0
Cheju-do,1718589600,1718722800,71.0,19.6,19.6,19.6,68.0,1010.0,0.84,314.0,0.0,0.0
Cheju-do,1718676000,1718722800,98.0,19.87,19.87,19.87,63.0,1010.0,0.5,1.0,0.0,0.0
Cheju-do,1718676000,1718726400,99.0,19.76,19.76,19.76,64.0,1009.0,0.65,36.0,0.0,0.0
Cheju-do,1718676000,1718730000,99.0,19.95,19.95,19.95,61.0,1009.0,0.47,127.0,0.0,0.0
Cheju-do,1718676000,1718733600,99.0,20.03,20.03,20.03,60.0,1008.0,0.65,63.0,0.0,0.0
Cheju-do,1718676000,1718737200,100.0,19.98,19.98,19.98,59.0,1009.0,0.14,89.0,0.0,0.0
Cheju-do,1718676000,1718740800,100.0,19.77,19.77,19.77,60.0,1010.0,0.28,1.0,0.0,0.0
Cheju-do,1718676000,1718744400,100.0,19.9,19.9,19.9,59.0,1010.0,0.76,103.0,0.0,0.0
Cheju-do,1718676000,1718748000,100.0,20.75,20.75,20.75,57.0,1010.0,1.2,89.0,0.0,0.0
Cheju-do,1718676000,1718751600,100.0,21.66,21.66,21.66,55.0,1011.0,0.69,145.0,0.0,0.0
Cheju-do,1718676000,1718755200,100.0,22.5,22.5,22.5,53.0,1010.0,0.71,138.0,0.0,0.0
Cheju-do,1718676000,1718758800,100.0,22.98,22.98,22.98,52.0,1010.0,0.26,93.0,0.0,0.0
Cheju-do,1718676000,1718762400,100.0,23.19,23.19,23.19,52.0,1010.0,0.27,323.0,0.0,0.0
Cheju-do,1718676000,1718766000,100.0,23.49,23.49,23.49,51.0,1010.0,0.43,15.0,0.0,0.0
Cheju-do,1718676000,1718769600,100.0,23.66,23.66,23.66,52.0,1010.0,0.57,9.0,0.0,0.0
Cheju-do,1718676000,1718773200,100.0,23.01,23.01,23.01,54.0,1009.0,0.48,352.0,0.0,0.0
Cheju-do,1718676000,1718776800,98.0,23.32,23.32,23.32,54.0,1009.0,0.39,308.0,0.0,0.0
Cheju-do,1718676000,1718780400,100.0,23.23,23.23,23.23,55.0,1009.0,0.41,327.0,0.0,0.0
Cheju-do,1718676000,1718784000,100.0,22.08,22.08,22.08,59.0,1009.0,0.41,351.0,0.0,0.0
Cheju-do,1718676000,1718787600,100.0,21.58,21.58,21.58,61.0,1009.0,0.22,20.0,0.0,0.0
Cheju-do,1718676000,1718791200,100.0,20.95,20.95,20.95,65.0,1009.0,0.45,14.0,0.0,0.0
Cheju-do,1718676000,1718794800,100.0,20.05,20.05,20.05,70.0,1009.0,0.37,167.0,0.0,0.0
Cheju-do,1718676000,1718798400,100.0,19.67,19.67,19.67,71.0,1010.0,0.72,144.0,0.0,0.0
Cheju-do,1718676000,1718802000,100.0,19.44,19.44,19.44,70.0,1010.0,0.74,70.0,0.0,0.0
Cheju-do,1718676000,1718805600,100.0,19.4,19.4,19.4,69.0,1010.0,0.58,106.0,0.0,0.0
Cheju-do,1718676000,1718809200,100.0,19.21,19.21,19.21,68.0,1009.0,1.04,92.0,0.0,0.0
Cheju-do,1718762400,1718809200,100.0,18.15,18.15,18.15,71.0,1008.0,2.69,132.0,0.0,0.0
Cheju-do,1718762400,1718812800,100.0,18.31,18.31,18.31,74.0,1008.0,2.88,136.0,0.0,0.0
Cheju-do,1718762400,1718816400,100.0,18.18,18.18,18.18,77.0,1007.0,4.12,124.0,0.0,0.0
Cheju-do,1718762400,1718820000,100.0,17.53,17.53,17.53,81.0,1006.0,3.74,113.0,0.29,0.0
Cheju-do,1718762400,1718823600,100.0,16.59,16.59,16.59,90.0,1005.0,4.11,116.0,5.29,0.0
Cheju-do,1718762400,1718827200,100.0,16.46,16.46,16.46,94.0,1006.0,4.92,95.0,8.19,0.0
Cheju-do,1718762400,1718830800,100.0,16.39,16.39,16.39,92.0,1006.0,8.02,96.0,4.58,0.0
Cheju-do,1718762400,1718834400,100.0,16.04,16.04,16.04,92.0,1006.0,9.38,97.0,2.35,0.0
Cheju-do,1718762400,1718838000,100.0,16.39,16.39,16.39,93.0,1005.0,10.34,103.0,4.85,0.0
Cheju-do,1718762400,1718841600,100.0,16.35,16.35,16.35,90.0,1006.0,9.17,106.0,1.54,0.0
Cheju-do,1718762400,1718845200,100.0,16.45,16.45,16.45,91.0,1005.0,9.17,103.0,1.54,0.0
Cheju-do,1718762400,1718848800,100.0,16.87,16.87,16.87,92.0,1005.0,7.89,106.0,1.21,0.0
Cheju-do,1718762400,1718852400,100.0,17.48,17.48,17.48,92.0,1005.0,7.87,110.0,1.23,0.0
Cheju-do,1718762400,1718856000,100.0,17.87,17.87,17.87,90.0,1005.0,6.66,111.0,0.48,0.0
Cheju-do,1718762400,1718859600,100.0,17.96,17.96,17.96,90.0,1004.0,6.29,109.0,0.1,0.0
Cheju-do,1718762400,1718863200,100.0,18.29,18.29,18.29,89.0,1004.0,6.09,106.0,0.17,0.0
Cheju-do,1718762400,1718866800,100.0,18.15,18.15,18.15,90.0,1004.0,6.08,95.0,0.0,0.0
Cheju-do,1718762400,1718870400,100.0,17.94,17.94,17.94,91.0,1003.0,6.82,93.0,0.0,0.0
Cheju-do,1718762400,1718874000,100.0,17.97,17.97,17.97,90.0,1003.0,5.65,85.0,0.0,0.0
Cheju-do,1718762400,1718877600,100.0,17.92,17.92,17.92,90.0,1004.0,5.69,83.0,0.0,0.0
Cheju-do,1718762400,1718881200,100.0,17.66,17.66,17.66,92.0,1004.0,5.2,90.0,0.0,0.0
Cheju-do,1718762400,1718884800,100.0,17.69,17.69,17.69,91.0,1005.0,4.46,85.0,0.0,0.0
Cheju-do,1718762400,1718888400,100.0,17.7,17.7,17.7,91.0,1005.0,4.58,82.0,0.0,0.0
Cheju-do,1718762400,1718892000,100.0,17.6,17.6,17.6,91.0,1005.0,3.2,77.0,0.0,0.0
Cheju-do,1718762400,1718895600,100.0,17.65,17.65,17.65,90.0,1005.0,1.86,95.0,0.0,0.0
Cheju-do,1718848800,1718895600,100.0,18.52,18.52,18.52,95.0,1001.0,3.47,89.0,0.0,0.0
Cheju-do,1718848800,1718899200,100.0,18.34,18.34,18.34,96.0,1001.0,2.92,80.0,0.0,0.0
Cheju-do,1718848800,1718902800,100.0,18.18,18.18,18.18,96.0,1002.0,3.22,70.0,0.1,0.0
Cheju-do,1718848800,1718906400,100.0,18.1,18.1,18.1,96.0,1001.0,3.45,78.0,0.0,0.0
Cheju-do,1718848800,1718910000,100.0,18.06,18.06,18.06,95.0,1002.0,4.24,72.0,0.0,0.0
Cheju-do,1718848800,1718913600,100.0,18.03,18.03,18.03,94.0,1003.0,4.61,63.0,0.1,0.0
Cheju-do,1718848800,1718917200,100.0,17.98,17.98,17.98,94.0,1003.0,4.82,76.0,0.0,0.0
Cheju-do,1718848800,1718920800,100.0,18.32,18.32,18.32,93.0,1003.0,4.2,87.0,0.0,0.0
Cheju-do,1718848800,1718924400,95.0,19.08,19.08,19.08,90.0,1004.0,3.66,82.0,0.0,0.0
Cheju-do,1718848800,1718928000,96.0,20.04,20.04,20.04,86.0,1004.0,3.2,88.0,0.0,0.0
Cheju-do,1718848800,1718931600,73.0,20.97,20.97,20.97,83.0,1003.0,2.5,86.0,0.0,0.0
Cheju-do,1718848800,1718935200,67.0,21.1,21.1,21.1,83.0,1004.0,2.09,76.0,0.0,0.0
Cheju-do,1718848800,1718938800,74.0,20.79,20.79,20.79,85.0,1003.0,2.57,70.0,0.0,0.0
Cheju-do,1718848800,1718942400,79.0,20.53,20.53,20.53,86.0,1003.0,3.04,77.0,0.0,0.0
Cheju-do,1718848800,1718946000,83.0,20.48,20.48,20.48,86.0,1004.0,3.16,79.0,0.0,0.0
Cheju-do,1718848800,1718949600,86.0,20.32,20.32,20.32,87.0,1004.0,3.93,86.0,0.0,0.0
Cheju-do,1718848800,1718953200,100.0,20.61,20.61,20.61,86.0,1003.0,4.4,98.0,0.0,0.0
Cheju-do,1718848800,1718956800,100.0,21.18,21.18,21.18,84.0,1004.0,2.46,105.0,0.0,0.0
Cheju-do,1718848800,1718960400,100.0,20.63,20.63,20.63,86.0,1004.0,2.15,99.0,0.0,0.0
Cheju-do,1718848800,1718964000,100.0,20.2,20.2,20.2,88.0,1004.0,2.11,94.0,0.0,0.0
Cheju-do,1718848800,1718967600,100.0,20.03,20.03,20.03,89.0,1004.0,2.88,102.0,0.0,0.0
Cheju-do,1718848800,1718971200,100.0,19.88,19.88,19.88,90.0,1005.0,1.19,124.0,0.0,0.0
Cheju-do,1718848800,1718974800,100.0,19.68,19.68,19.68,91.0,1005.0,1.92,111.0,0.0,0.0
Cheju-do,1718848800,1718978400,72.0,19.43,19.43,19.43,91.0,1005.0,1.34,148.0,0.0,0.0
Cheju-do,1718848800,1718982000,81.0,19.26,19.26,19.26,91.0,1005.0,1.3,148.0,0.0,0.0
Cheju-do,1718935200,1718982000,99.0,20.21,20.21,20.21,93.0,1004.0,1.28,170.0,0.0,0.0
Cheju-do,1718935200,1718985600,99.0,20.16,20.16,20.16,94.0,1004.0,1.18,208.0,0.0,0.0
Cheju-do,1718935200,1718989200,99.0,20.22,20.22,20.22,95.0,1003.0,1.36,197.0,0.0,0.0
Cheju-do,1718935200,1718992800,100.0,20.21,20.21,20.21,95.0,1002.0,1.8,199.0,0.33,0.0
Cheju-do,1718935200,1718996400,100.0,20.34,20.34,20.34,96.0,1002.0,2.02,197.0,0.77,0.0
Cheju-do,1718935200,1719000000,100.0,20.4,20.4,20.4,95.0,1002.0,2.54,214.0,0.54,0.0
Cheju-do,1718935200,1719003600,100.0,20.26,20.26,20.26,96.0,1001.0,3.56,215.0,1.9,0.0
Cheju-do,1718935200,1719007200,100.0,20.31,20.31,20.31,96.0,1002.0,4.93,213.0,2.71,0.0
Cheju-do,1718935200,1719010800,100.0,20.4,20.4,20.4,95.0,1002.0,5.68,222.0,2.92,0.0
Cheju-do,1718935200,1719014400,100.0,20.47,20.47,20.47,95.0,1001.0,5.84,212.0,3.52,0.0
Cheju-do,1718935200,1719018000,100.0,20.58,20.58,20.58,95.0,1001.0,5.57,206.0,7.52,0.0
Cheju-do,1718935200,1719021600,100.0,20.63,20.63,20.63,95.0,1001.0,7.36,217.0,9.02,0.0
Cheju-do,1718935200,1719025200,100.0,20.8,20.8,20.8,94.0,1001.0,8.23,223.0,1.4,0.0
Cheju-do,1718935200,1719028800,100.0,20.72,20.72,20.72,95.0,1000.0,8.2,219.0,2.65,0.0
Cheju-do,1718935200,1719032400,100.0,20.5,20.5,20.5,96.0,1000.0,8.65,222.0,5.06,0.0
Cheju-do,1718935200,1719036000,100.0,20.43,20.43,20.43,95.0,1000.0,9.17,232.0,2.02,0.0
Cheju-do,1718935200,1719039600,100.0,20.34,20.34,20.34,96.0,1000.0,9.38,236.0,1.19,0.0
Cheju-do,1718935200,1719043200,100.0,20.25,20.25,20.25,96.0,1000.0,10.36,235.0,1.52,0.0
Cheju-do,1718935200,1719046800,100.0,20.23,20.23,20.23,96.0,1000.0,9.67,235.0,1.0,0.0
Cheju-do,1718935200,1719050400,100.0,20.28,20.28,20.28,96.0,1001.0,9.4,234.0,1.04,0.0
Cheju-do,1718935200,1719054000,100.0,20.44,20.44,20.44,96.0,1001.0,9.54,235.0,0.98,0.0
Cheju-do,1718935200,1719057600,100.0,20.6,20.6,20.6,95.0,1002.0,8.75,233.0,0.38,0.0
Cheju-do,1718935200,1719061200,100.0,20.83,20.83,20.83,94.0,1002.0,8.12,227.0,0.0,0.0
Cheju-do,1718935200,1719064800,100.0,20.6,20.6,20.6,94.0,1002.0,7.31,227.0,0.0,0.0
Cheju-do,1718935200,1719068400,100.0,20.61,20.61,20.61,94.0,1002.0,6.76,228.0,0.0,0.0
Cheju-do,1719021600,1719068400,100.0,21.0,21.0,21.0,92.0,1002.0,7.11,232.0,0.0,0.0
Cheju-do,1719021600,1719072000,100.0,20.86,20.86,20.86,93.0,1001.0,6.99,231.0,0.33,0.0
Cheju-do,1719021600,1719075600,100.0,20.68,20.68,20.68,94.0,1000.0,8.24,232.0,0.52,0.0
Cheju-do,1719021600,1719079200,100.0,20.45,20.45,20.45,94.0,1000.0,10.21,239.0,0.62,0.0
Cheju-do,1719021600,1719082800,100.0,20.09,20.09,20.09,94.0,1000.0,9.94,241.0,0.83,0.0
Cheju-do,1719021600,1719086400,100.0,20.13,20.13,20.13,94.0,1001.0,9.45,238.0,0.62,0.0
