ts,하루전가격(원/kWh)
1720346400,136.88
1720350000,156.86
1720353600,157.12
1720357200,154.32
1720360800,136.47
1720364400,115.67
1720368000,149.04
1720371600,99.86
1720375200,99.50
1720378800,95.14
1720382400,99.50
1720386000,99.86
1720389600,103.58
1720393200,132.21
1720396800,138.21
1720400400,145.70
1720404000,139.53
1720407600,119.08
1720411200,138.26
1720414800,118.09
1720418400,155.00
1720422000,159.22
1720425600,187.56
1720429200,152.28
1720432800,154.52
1720436400,154.52
1720440000,154.65
1720443600,136.00
1720447200,133.82
1720450800,132.76
1720454400,124.19
1720458000,100.14
1720461600,99.33
1720465200,99.29
1720468800,99.14
1720472400,99.87
1720476000,124.18
1720479600,135.87
1720483200,138.35
1720486800,139.73
1720490400,147.51
1720494000,138.36
1720497600,138.32
1720501200,147.47
1720504800,148.02
1720508400,151.09
1720512000,152.86
1720515600,155.25
1720519200,155.77
1720522800,151.43
1720526400,155.77
1720530000,136.39
1720533600,133.17
1720537200,133.31
1720540800,124.19
1720544400,99.99
1720548000,99.52
1720551600,99.46
1720555200,99.46
1720558800,99.52
1720562400,138.81
1720566000,135.89
1720569600,136.36
1720573200,144.47
1720576800,144.47
1720580400,144.47
1720584000,138.53
1720587600,144.47
1720591200,144.47
1720594800,153.14
1720598400,153.90
1720602000,156.52
1720605600,156.04
1720609200,156.04
1720612800,156.04
1720616400,156.04
1720620000,136.37
1720623600,136.35
1720627200,100.47
1720630800,100.17
1720634400,94.93
1720638000,95.07
1720641600,95.07
1720645200,99.90
1720648800,105.04
1720652400,132.21
1720656000,138.23
1720659600,154.34
1720663200,154.34
1720666800,151.21
1720670400,153.76
1720674000,153.82
1720677600,153.76
1720681200,156.77
1720684800,153.89
1720688400,154.34
1720692000,154.66
1720695600,154.66
1720699200,154.66
1720702800,154.66
1720706400,154.47
1720710000,154.01
1720713600,124.19
1720717200,99.95
1720720800,99.65
1720724400,99.51
1720728000,99.51
1720731600,99.92
1720735200,104.59
1720738800,131.85
1720742400,151.78
1720746000,154.30
1720749600,154.30
1720753200,151.27
1720756800,151.27
1720760400,151.27
1720764000,156.87
1720767600,156.87
1720771200,151.27
1720774800,151.27
1720778400,154.17
1720782000,154.17
1720785600,154.30
1720789200,154.30
1720792800,154.30
1720796400,132.52
1720800000,124.87
1720803600,105.29
1720807200,101.18
1720810800,101.18
1720814400,101.18
1720818000,101.18
1720821600,101.18
1720825200,106.05
1720828800,138.09
1720832400,138.00
1720836000,139.27
1720839600,157.14
1720843200,139.23
1720846800,153.26
1720850400,153.26
1720854000,153.26
1720857600,139.25
1720861200,152.96
1720864800,160.38
1720868400,138.10
1720872000,138.10
1720875600,137.09
1720879200,135.36
1720882800,120.18
1720886400,101.49
1720890000,100.57
1720893600,100.62
1720897200,95.65
1720900800,95.75
1720904400,95.75
1720908000,100.62
1720911600,101.08
1720915200,101.34
1720918800,104.71
1720922400,119.41
1720926000,135.04
1720929600,135.00
1720933200,138.25
1720936800,138.25
1720940400,138.25
1720944000,138.25
1720947600,138.25
1720951200,138.25
1720954800,154.81
1720958400,154.81
1720962000,135.52
1720965600,135.52
1720969200,121.24
1720972800,100.77
1720976400,95.22
1720980000,95.22
1720983600,95.22
1720987200,95.22
1720990800,95.22
1720994400,100.77
1720998000,104.56
1721001600,137.22
1721005200,152.70
1721008800,139.43
1721012400,152.65
1721016000,139.02
1721019600,152.65
1721023200,180.14
1721026800,156.54
1721030400,155.33
1721034000,139.43
1721037600,151.38
1721041200,151.38
1721044800,151.38
1721048400,135.53
1721052000,133.69
1721055600,120.01
1721059200,124.19
1721062800,103.50
1721066400,99.41
1721070000,99.41
1721073600,99.41
1721077200,99.41
1721080800,103.50
1721084400,132.24
1721088000,138.40
1721091600,142.12
1721095200,143.70
1721098800,154.92
1721102400,142.91
1721106000,143.94
1721109600,143.35
1721113200,142.91
1721116800,143.70
1721120400,142.91
1721124000,138.38
1721127600,138.39
1721131200,138.39
1721134800,135.81
1721138400,133.68
1721142000,132.47
1721145600,124.05
1721149200,107.50
1721152800,99.86
1721156400,99.40
1721160000,99.40
1721163600,99.71
1721167200,103.29
1721170800,138.35
1721174400,137.68
1721178000,141.81
1721181600,141.81
1721185200,142.14
1721188800,140.30
1721192400,142.10
1721196000,142.80
1721199600,142.80
1721203200,141.78
1721206800,141.78
1721210400,155.68
1721214000,155.68
1721217600,155.76
1721221200,136.62
1721224800,134.30
1721228400,134.30
1721232000,132.94
1721235600,112.47
1721239200,103.29
1721242800,100.14
1721246400,100.14
1721250000,103.44
1721253600,136.42
1721257200,138.51
1721260800,137.84
1721264400,141.38
1721268000,141.47
1721271600,141.48
1721275200,141.86
1721278800,141.86
1721282400,141.85
1721286000,141.82
1721289600,141.30
1721293200,140.58
1721296800,153.94
1721300400,153.94
1721304000,153.94
1721307600,153.94
1721311200,136.03
1721314800,136.03
1721318400,134.55
1721322000,112.33
1721325600,100.52
1721329200,100.52
1721332800,100.52
1721336400,101.46
1721340000,133.79
1721343600,139.50
1721347200,138.05
1721350800,141.60
1721354400,180.33
1721358000,154.97
1721361600,152.38
1721365200,154.97
1721368800,154.97
1721372400,154.97
1721376000,152.75
1721379600,152.38
1721383200,153.07
1721386800,153.07
1721390400,153.07
1721394000,153.07
1721397600,136.39
1721401200,136.42
1721404800,124.93
1721408400,100.97
1721412000,100.33
1721415600,99.58
1721419200,95.57
1721422800,99.80
1721426400,100.97
1721430000,104.60
1721433600,136.25
1721437200,137.59
1721440800,143.29
1721444400,143.33
1721448000,143.24
1721451600,147.15
1721455200,147.15
1721458800,143.19
1721462400,137.56
1721466000,138.02
1721469600,138.07
1721473200,159.50
1721476800,159.50
1721480400,137.56
1721484000,135.70
1721487600,134.57
1721491200,101.39
1721494800,100.65
1721498400,99.90
1721502000,95.71
1721505600,95.64
1721509200,95.71
1721512800,101.28
1721516400,101.39
1721520000,132.91
1721523600,183.78
1721527200,138.24
1721530800,138.27
1721534400,138.27
1721538000,142.60
1721541600,144.56
1721545200,142.97
1721548800,141.35
1721552400,141.99
1721556000,141.60
1721559600,155.37
1721563200,155.61
1721566800,157.99
1721570400,134.52
1721574000,114.50
1721577600,100.41
1721581200,100.49
1721584800,99.25
1721588400,95.22
1721592000,95.22
1721595600,100.38
1721599200,100.38
1721602800,133.96
1721606400,138.28
1721610000,142.07
1721613600,143.84
1721617200,144.40
1721620800,142.68
1721624400,144.40
1721628000,144.72
1721631600,144.32
1721635200,144.40
1721638800,139.15
1721642400,158.14
1721646000,158.14
1721649600,158.14
1721653200,136.95
1721656800,136.95
1721660400,136.83
1721664000,130.82
1721667600,110.10
1721671200,100.95
1721674800,99.75
1721678400,99.75
1721682000,100.95
1721685600,127.44
1721689200,132.25
1721692800,137.77
1721696400,146.42
1721700000,148.52
1721703600,149.43
1721707200,144.65
1721710800,150.88
1721714400,151.19
1721718000,179.13
1721721600,155.97
1721725200,155.41
1721728800,153.85
1721732400,153.98
1721736000,153.98
1721739600,136.29
1721743200,136.28
1721746800,136.23
1721750400,124.26
1721754000,103.70
1721757600,99.86
1721761200,99.86
1721764800,99.86
1721768400,99.86
1721772000,120.62
1721775600,133.67
1721779200,139.02
1721782800,150.42
1721786400,144.29
1721790000,152.21
1721793600,142.16
1721797200,143.74
1721800800,153.89
1721804400,153.56
1721808000,144.29
1721811600,156.01
1721815200,156.28
1721818800,156.28
1721822400,154.16
1721826000,154.16
1721829600,137.85
1721833200,134.72
1721836800,130.73
1721840400,103.77
1721844000,100.11
1721847600,100.11
1721851200,100.42
1721854800,100.42
1721858400,120.65
1721862000,134.17
1721865600,137.99
1721869200,141.76
1721872800,143.71
1721876400,154.62
1721880000,142.32
1721883600,154.95
1721887200,156.38
1721890800,143.62
1721894400,141.76
1721898000,141.76
1721901600,142.45
1721905200,153.28
1721908800,153.28
1721912400,138.59
1721916000,137.91
1721919600,133.36
1721923200,125.12
1721926800,101.83
1721930400,100.74
1721934000,100.95
1721937600,100.95
1721941200,100.95
1721944800,120.34
1721948400,132.80
1721952000,139.02
1721955600,139.02
1721959200,149.79
1721962800,155.53
1721966400,154.10
1721970000,174.79
1721973600,208.90
1721977200,208.90
1721980800,154.10
1721984400,152.24
1721988000,152.40
1721991600,141.32
1721995200,140.20
1721998800,139.02
1722002400,138.01
1722006000,134.72
1722009600,136.39
1722013200,120.05
1722016800,115.19
1722020400,102.03
1722024000,102.03
1722027600,102.03
1722031200,104.88
1722034800,104.88
1722038400,136.79
1722042000,139.53
1722045600,145.42
1722049200,147.48
1722052800,151.85
1722056400,151.85
1722060000,150.07
1722063600,145.03
1722067200,139.50
1722070800,139.48
1722074400,139.51
1722078000,141.90
1722081600,141.90
1722085200,139.32
1722088800,135.52
1722092400,135.52
1722096000,124.53
1722099600,101.06
1722103200,100.74
1722106800,95.20
1722110400,95.20
1722114000,96.06
1722117600,96.06
1722121200,101.56
1722124800,127.22
1722128400,181.23
1722132000,139.21
1722135600,179.24
1722139200,139.53
1722142800,139.15
1722146400,139.79
1722150000,141.66
1722153600,141.53
1722157200,141.68
1722160800,153.99
1722164400,157.22
1722168000,181.45
1722171600,154.84
1722175200,134.11
1722178800,118.97
1722182400,124.19
1722186000,100.23
1722189600,95.30
1722193200,95.30
1722196800,95.30
1722200400,95.30
1722204000,100.58
1722207600,121.12
1722211200,135.31
1722214800,138.55
1722218400,138.58
1722222000,138.58
1722225600,139.02
1722229200,151.99
1722232800,139.02
1722236400,153.04
1722240000,153.04
1722243600,157.62
1722247200,156.13
1722250800,156.13
1722254400,155.26
1722258000,156.13
1722261600,151.69
1722265200,151.69
1722268800,125.01
1722272400,100.02
1722276000,95.30
1722279600,95.30
1722283200,95.30
1722286800,95.30
1722290400,100.57
1722294000,118.52
1722297600,138.16
1722301200,140.78
1722304800,143.59
1722308400,144.20
1722312000,142.62
1722315600,142.94
1722319200,153.41
1722322800,156.68
1722326400,156.68
1722330000,155.67
1722333600,154.61
1722337200,154.88
1722340800,154.98
1722344400,154.81
1722348000,154.48
1722351600,133.29
1722355200,124.16
1722358800,109.89
1722362400,101.52
1722366000,101.52
1722369600,101.52
1722373200,101.52
1722376800,120.88
1722380400,134.16
1722384000,137.99
1722387600,140.33
1722391200,142.35
1722394800,143.33
1722398400,143.29
1722402000,153.88
1722405600,153.88
1722409200,153.88
1722412800,153.88
1722416400,156.85
1722420000,156.51
1722423600,157.57
1722427200,156.91
1722430800,156.64
1722434400,152.53
1722438000,132.74
1722441600,145.62
1722445200,106.80
1722448800,106.80
1722452400,106.78
1722456000,106.78
1722459600,106.80
1722463200,106.80
1722466800,138.76
1722470400,142.62
1722474000,146.27
1722477600,148.31
1722481200,148.27
1722484800,147.12
1722488400,148.23
1722492000,148.23
1722495600,147.76
1722499200,147.10
1722502800,160.05
1722506400,162.59
1722510000,162.69
1722513600,160.95
1722517200,160.95
1722520800,158.97
1722524400,142.35
1722528000,144.37
1722531600,129.99
1722535200,127.85
1722538800,106.79
1722542400,126.45
1722546000,129.99
1722549600,141.35
1722553200,141.76
1722556800,146.58
1722560400,147.44
1722564000,157.86
1722567600,157.70
1722571200,157.70
1722574800,157.70
1722578400,157.70
1722582000,161.57
1722585600,161.57
1722589200,161.57
1722592800,160.39
1722596400,162.12
1722600000,159.56
1722603600,160.39
1722607200,160.39
1722610800,156.30
1722614400,141.23
1722618000,107.54
1722621600,107.54
1722625200,107.30
1722628800,107.07
1722632400,107.54
1722636000,107.54
1722639600,142.14
1722643200,147.92
1722646800,146.82
1722650400,146.70
1722654000,156.96
1722657600,157.68
1722661200,158.40
1722664800,158.40
1722668400,158.90
1722672000,161.75
1722675600,160.18
1722679200,161.14
1722682800,161.14
1722686400,162.22
1722690000,162.30
1722693600,157.01
1722697200,140.98
1722700800,140.71
1722704400,138.69
1722708000,107.69
1722711600,107.43
1722715200,107.08
1722718800,107.08
1722722400,107.66
1722726000,142.37
1722729600,141.59
1722733200,141.59
1722736800,148.00
1722740400,147.01
1722744000,158.42
1722747600,149.09
1722751200,158.08
1722754800,145.77
1722758400,142.97
1722762000,158.74
1722765600,159.41
1722769200,164.18
1722772800,162.84
1722776400,161.76
1722780000,161.66
1722783600,158.14
1722787200,128.98
1722790800,106.85
1722794400,106.85
1722798000,106.85
1722801600,106.74
1722805200,106.85
1722808800,139.48
1722812400,143.51
1722816000,145.27
1722819600,156.71
1722823200,159.12
1722826800,158.85
1722830400,158.85
1722834000,158.85
1722837600,183.24
1722841200,203.37
1722844800,158.85
1722848400,158.85
1722852000,158.85
1722855600,159.12
1722859200,206.73
1722862800,159.40
1722866400,158.97
1722870000,156.93
1722873600,142.76
1722877200,135.79
1722880800,135.14
1722884400,127.77
1722888000,128.90
1722891600,129.37
1722895200,141.60
1722898800,141.60
1722902400,145.74
1722906000,157.61
1722909600,157.61
1722913200,157.44
1722916800,157.44
1722920400,195.73
1722924000,188.78
1722927600,199.39
1722931200,160.38
1722934800,203.68
1722938400,160.93
1722942000,205.36
1722945600,159.78
1722949200,160.93
1722952800,156.05
1722956400,156.05
1722960000,156.27
1722963600,156.27
1722967200,124.82
1722970800,124.62
1722974400,124.62
1722978000,128.38
1722981600,135.80
1722985200,141.31
1722988800,146.07
1722992400,156.54
1722996000,159.70
1722999600,160.07
1723003200,159.15
1723006800,161.91
1723010400,161.86
1723014000,159.15
1723017600,159.15
1723021200,200.98
1723024800,232.16
1723028400,232.16
1723032000,226.18
1723035600,157.97
1723039200,159.70
1723042800,157.35
1723046400,139.35
1723050000,135.68
1723053600,126.34
1723057200,124.57
1723060800,124.75
1723064400,129.79
1723068000,135.80
1723071600,141.91
1723075200,145.64
1723078800,157.63
1723082400,157.63
1723086000,159.71
1723089600,160.19
1723093200,179.82
1723096800,160.19
1723100400,160.19
1723104000,160.19
1723107600,160.19
1723111200,203.16
1723114800,204.83
1723118400,159.58
1723122000,160.73
1723125600,156.06
1723129200,156.06
1723132800,137.35
1723136400,136.13
1723140000,129.61
1723143600,126.07
1723147200,125.71
1723150800,135.13
1723154400,135.81
1723158000,142.14
1723161600,147.67
1723165200,157.30
1723168800,157.68
1723172400,157.51
1723176000,157.51
1723179600,157.51
1723183200,164.42
1723186800,198.92
1723190400,164.41
1723194000,160.89
1723197600,161.31
1723201200,205.05
1723204800,160.29
1723208400,161.44
1723212000,156.12
1723215600,156.12
1723219200,155.25
1723222800,138.42
1723226400,130.52
1723230000,129.42
1723233600,125.07
1723237200,130.64
1723240800,139.03
1723244400,143.55
1723248000,142.01
1723251600,142.01
1723255200,157.85
1723258800,157.75
1723262400,157.75
1723266000,159.19
1723269600,159.19
1723273200,161.82
1723276800,161.74
1723280400,160.95
1723284000,204.60
1723287600,160.98
1723291200,160.98
1723294800,160.17
1723298400,157.80
1723302000,141.94
1723305600,157.76
1723309200,157.66
1723312800,107.69
1723316400,107.40
1723320000,107.40
1723323600,107.69
1723327200,107.69
1723330800,138.62
1723334400,139.96
1723338000,142.72
1723341600,144.72
1723345200,142.72
1723348800,145.53
1723352400,146.52
1723356000,145.53
1723359600,145.53
1723363200,146.52
1723366800,161.18
1723370400,203.46
1723374000,205.13
1723377600,161.73
1723381200,161.73
1723384800,160.24
1723388400,158.05
1723392000,137.52
1723395600,135.54
1723399200,127.64
1723402800,121.34
1723406400,106.91
1723410000,125.10
1723413600,135.41
1723417200,143.64
1723420800,144.10
1723424400,156.88
1723428000,157.63
1723431600,157.47
1723435200,157.47
1723438800,158.24
1723442400,158.25
1723446000,199.25
1723449600,160.47
1723453200,160.47
1723456800,200.11
1723460400,223.99
1723464000,201.78
1723467600,206.75
1723471200,209.48
1723474800,156.07
1723478400,144.60
1723482000,138.84
1723485600,139.26
1723489200,138.85
1723492800,125.21
1723496400,138.88
1723500000,139.26
1723503600,141.26
1723507200,143.82
1723510800,157.72
1723514400,157.72
1723518000,157.39
1723521600,157.39
1723525200,162.32
1723528800,162.29
1723532400,162.29
1723536000,159.98
1723539600,159.98
1723543200,160.53
1723546800,160.53
1723550400,207.14
1723554000,209.73
1723557600,157.70
1723561200,157.70
1723564800,146.97
1723568400,137.16
1723572000,138.34
1723575600,137.16
1723579200,124.46
1723582800,137.16
1723586400,139.65
1723590000,140.88
1723593600,146.27
1723597200,158.17
1723600800,158.17
1723604400,159.90
1723608000,159.90
1723611600,160.88
1723615200,160.92
1723618800,160.91
1723622400,159.90
1723626000,159.90
1723629600,227.34
1723633200,205.60
1723636800,207.15
1723640400,158.03
1723644000,157.62
1723647600,156.32
1723651200,146.55
1723654800,138.34
1723658400,138.44
1723662000,138.44
1723665600,138.44
1723669200,139.00
1723672800,139.52
1723676400,141.71
1723680000,146.16
1723683600,145.98
1723687200,146.83
1723690800,146.98
1723694400,147.19
1723698000,148.19
1723701600,159.03
1723705200,159.03
1723708800,162.62
1723712400,147.66
1723716000,163.17
1723719600,161.36
1723723200,160.48
1723726800,160.41
1723730400,160.20
1723734000,141.92
1723737600,139.87
1723741200,136.13
1723744800,136.13
1723748400,129.36
1723752000,124.13
1723755600,129.55
1723759200,141.21
1723762800,144.30
1723766400,143.78
1723770000,157.04
1723773600,156.88
1723777200,156.88
1723780800,156.88
1723784400,156.96
1723788000,157.57
1723791600,160.59
1723795200,160.59
1723798800,160.59
1723802400,160.87
1723806000,160.87
1723809600,159.05
1723813200,160.36
1723816800,158.39
1723820400,158.16
1723824000,140.83
1723827600,137.15
1723831200,137.16
1723834800,130.46
1723838400,125.00
1723842000,129.13
1723845600,130.46
1723849200,142.59
1723852800,141.95
1723856400,143.88
1723860000,149.06
1723863600,149.61
1723867200,149.60
1723870800,197.40
1723874400,161.65
1723878000,161.65
1723881600,148.46
1723885200,146.68
1723888800,160.60
1723892400,162.20
1723896000,158.34
1723899600,159.23
1723903200,159.23
1723906800,140.42
1723910400,140.18
1723914000,143.00
1723917600,135.88
1723921200,107.57
1723924800,107.55
1723928400,107.55
1723932000,107.57
1723935600,143.37
1723939200,141.53
1723942800,144.86
1723946400,146.23
1723950000,146.35
1723953600,146.71
1723957200,148.94
1723960800,146.72
1723964400,153.25
1723968000,159.25
1723971600,161.50
1723975200,161.77
1723978800,162.05
1723982400,159.63
1723986000,159.44
1723989600,159.44
1723993200,140.72
1723996800,137.42
1724000400,106.85
1724004000,106.85
1724007600,106.85
1724011200,106.85
1724014800,106.85
1724018400,136.00
1724022000,144.78
1724025600,144.00
1724029200,158.03
1724032800,158.03
1724036400,157.70
1724040000,159.31
1724043600,193.16
1724047200,189.19
1724050800,166.85
1724054400,163.68
1724058000,159.31
1724061600,159.86
1724065200,159.86
1724068800,158.29
1724072400,157.44
1724076000,156.47
1724079600,142.62
1724083200,142.66
1724086800,139.19
1724090400,136.82
1724094000,136.82
1724097600,136.82
1724101200,139.19
1724104800,139.19
1724108400,141.52
1724112000,146.77
1724115600,154.91
1724119200,157.42
1724122800,182.50
1724126400,169.36
1724130000,190.07
1724133600,192.81
1724137200,199.24
1724140800,181.73
1724144400,158.48
1724148000,159.03
1724151600,159.03
1724155200,157.18
1724158800,145.65
1724162400,143.80
1724166000,142.30
1724169600,144.00
1724173200,138.11
1724176800,136.03
1724180400,128.99
1724184000,134.66
1724187600,138.51
1724191200,140.10
1724194800,141.84
1724198400,146.38
1724202000,156.51
1724205600,183.62
1724209200,159.28
1724212800,157.33
1724216400,158.24
1724220000,183.61
1724223600,178.51
1724227200,159.28
1724230800,159.28
1724234400,159.83
1724238000,159.83
1724241600,159.83
1724245200,156.82
1724248800,143.68
1724252400,141.67
1724256000,143.30
1724259600,136.96
1724263200,138.07
1724266800,129.07
1724270400,129.07
1724274000,138.73
1724277600,140.77
1724281200,141.18
1724284800,146.13
1724288400,152.51
1724292000,157.69
1724295600,158.25
1724299200,158.25
1724302800,158.25
1724306400,158.72
1724310000,160.39
1724313600,160.39
1724317200,160.39
1724320800,160.94
1724324400,160.94
1724328000,159.21
1724331600,158.99
1724335200,156.77
1724338800,141.62
1724342400,137.43
1724346000,136.34
1724349600,136.34
1724353200,125.89
1724356800,124.05
1724360400,135.61
1724364000,135.75
1724367600,141.34
1724371200,144.05
1724374800,158.29
1724378400,158.29
1724382000,157.96
1724385600,160.75
1724389200,160.75
1724392800,160.75
1724396400,164.82
1724400000,164.81
1724403600,158.55
1724407200,159.48
1724410800,161.06
1724414400,161.30
1724418000,158.88
1724421600,156.73
1724425200,139.65
1724428800,140.42
1724432400,107.41
1724436000,107.42
1724439600,107.42
1724443200,107.42
1724446800,107.42
1724450400,107.41
1724454000,143.22
1724457600,141.69
1724461200,142.40
1724464800,144.66
1724468400,149.72
1724472000,149.71
1724475600,149.71
1724479200,160.36
1724482800,159.67
1724486400,148.07
1724490000,148.07
1724493600,163.04
1724497200,163.61
1724500800,159.12
1724504400,159.12
1724508000,159.12
1724511600,143.39
1724515200,140.48
1724518800,107.61
1724522400,107.61
1724526000,107.29
1724529600,107.29
1724533200,107.40
1724536800,107.61
1724540400,143.57
1724544000,141.87
1724547600,144.13
1724551200,144.13
1724554800,144.13
1724558400,144.76
1724562000,149.27
1724565600,148.25
1724569200,144.76
1724572800,144.73
1724576400,144.74
1724580000,160.49
1724583600,163.23
1724587200,163.04
1724590800,163.04
1724594400,163.56
1724598000,142.22
1724601600,128.98
1724605200,106.91
1724608800,106.91
1724612400,106.62
1724616000,106.33
1724619600,106.91
1724623200,106.93
1724626800,143.20
1724630400,143.79
1724634000,157.08
1724637600,157.29
1724641200,157.29
1724644800,157.29
1724648400,165.35
1724652000,176.59
1724655600,165.24
1724659200,205.34
1724662800,159.97
1724666400,160.35
1724670000,160.35
1724673600,159.68
1724677200,157.16
1724680800,156.80
1724684400,141.36
1724688000,140.05
1724691600,136.20
1724695200,129.24
1724698800,127.47
1724702400,127.47
1724706000,129.07
1724709600,139.25
1724713200,141.43
1724716800,143.99
1724720400,159.13
1724724000,159.13
1724727600,165.58
1724731200,158.58
1724734800,158.58
1724738400,161.26
1724742000,161.28
1724745600,158.58
1724749200,158.58
1724752800,159.13
1724756400,159.13
1724760000,157.47
1724763600,157.16
1724767200,142.04
1724770800,141.48
1724774400,139.43
1724778000,125.33
1724781600,106.78
1724785200,106.76
1724788800,106.76
1724792400,125.33
1724796000,131.15
1724799600,142.27
1724803200,144.11
1724806800,151.88
1724810400,155.88
1724814000,155.87
1724817600,155.44
1724821200,160.41
1724824800,160.41
1724828400,160.41
1724832000,148.58
1724835600,147.76
1724839200,148.58
1724842800,148.03
1724846400,144.16
1724850000,144.15
1724853600,143.32
1724857200,141.15
1724860800,128.88
1724864400,106.76
1724868000,106.45
1724871600,106.40
1724875200,101.44
1724878800,106.45
1724882400,107.32
1724886000,144.29
1724889600,146.17
1724893200,147.05
1724896800,146.97
1724900400,146.95
1724904000,146.61
1724907600,146.91
1724911200,149.35
1724914800,148.03
1724918400,148.03
1724922000,148.04
1724925600,147.78
1724929200,143.30
1724932800,146.78
1724936400,143.30
1724940000,143.07
1724943600,137.98
1724947200,128.88
1724950800,106.94
1724954400,106.40
1724958000,106.65
1724961600,106.43
1724965200,106.94
1724968800,106.97
1724972400,142.87
1724976000,145.49
1724979600,146.44
1724983200,149.06
1724986800,149.05
1724990400,147.45
1724994000,149.05
1724997600,155.78
1725001200,159.32
1725004800,161.12
1725008400,161.12
1725012000,144.57
1725015600,144.21
1725019200,144.21
1725022800,144.21
1725026400,143.48
1725030000,141.60
1725033600,146.64
1725037200,143.85
1725040800,107.42
1725044400,107.42
1725048000,107.43
1725051600,107.43
1725055200,107.42
1725058800,144.45
1725062400,143.23
1725066000,141.70
1725069600,144.32
1725073200,144.32
1725076800,148.53
1725080400,184.68
1725084000,148.65
1725087600,148.65
1725091200,148.66
1725094800,146.84
1725098400,160.08
1725102000,160.24
1725105600,164.37
1725109200,161.12
1725112800,143.74
1725116400,140.47
1725120000,134.03
1725123600,107.46
1725127200,107.22
1725130800,106.78
1725134400,106.66
1725138000,106.66
1725141600,107.07
1725145200,107.46
1725148800,119.61
1725152400,142.00
1725156000,142.38
1725159600,143.88
1725163200,144.73
1725166800,144.73
1725170400,144.73
1725174000,148.06
1725177600,161.93
1725181200,161.93
1725184800,161.93
1725188400,162.21
1725192000,160.88
1725195600,160.08
1725199200,159.66
1725202800,136.22
1725206400,106.87
1725210000,106.86
1725213600,106.74
1725217200,106.76
1725220800,106.74
1725224400,106.86
1725228000,106.86
1725231600,142.34
1725235200,146.40
1725238800,220.22
1725242400,161.01
1725246000,158.82
1725249600,158.79
1725253200,160.45
1725256800,160.45
1725260400,162.43
1725264000,160.45
1725267600,160.45
1725271200,161.01
1725274800,161.01
1725278400,161.01
1725282000,161.01
1725285600,161.01
1725289200,139.96
1725292800,137.50
1725296400,106.86
1725300000,106.86
1725303600,106.57
1725307200,106.82
1725310800,106.87
1725314400,134.71
1725318000,145.28
1725321600,145.49
1725325200,146.07
1725328800,160.26
1725332400,159.93
1725336000,159.93
1725339600,159.93
1725343200,159.93
1725346800,159.93
1725350400,159.93
1725354000,162.32
1725357600,162.87
1725361200,162.87
1725364800,162.26
1725368400,162.26
1725372000,159.86
1725375600,140.44
1725379200,107.06
1725382800,107.07
1725386400,106.74
1725390000,106.33
1725393600,106.07
1725397200,106.97
1725400800,134.88
1725404400,145.44
1725408000,145.91
1725411600,148.78
1725415200,148.75
1725418800,149.15
1725422400,148.72
1725426000,151.11
1725429600,151.08
1725433200,150.99
1725436800,161.09
1725440400,161.09
1725444000,161.43
1725447600,161.43
1725451200,161.43
1725454800,160.66
1725458400,160.66
1725462000,140.82
1725465600,137.56
1725469200,106.85
1725472800,106.85
1725476400,106.70
1725480000,106.86
1725483600,106.86
1725487200,106.85
1725490800,142.63
1725494400,145.30
1725498000,145.54
1725501600,145.54
1725505200,146.20
1725508800,145.51
1725512400,150.69
1725516000,150.69
1725519600,152.93
1725523200,152.93
1725526800,160.70
1725530400,161.03
1725534000,161.03
1725537600,161.03
1725541200,161.03
1725544800,161.03
1725548400,140.15
1725552000,140.07
1725555600,106.84
1725559200,106.84
1725562800,106.84
1725566400,106.84
1725570000,106.84
1725573600,142.39
1725577200,143.91
1725580800,146.76
1725584400,149.69
1725588000,150.29
1725591600,151.94
1725595200,148.60
1725598800,154.50
1725602400,156.48
1725606000,159.66
1725609600,159.66
1725613200,162.00
1725616800,162.56
1725620400,162.56
1725624000,162.56
1725627600,160.72
1725631200,159.19
1725634800,158.79
1725638400,140.29
1725642000,139.33
1725645600,114.36
1725649200,112.62
1725652800,114.13
1725656400,114.36
1725660000,144.26
1725663600,143.65
1725667200,143.03
1725670800,148.01
1725674400,147.96
1725678000,149.97
1725681600,147.91
1725685200,159.60
1725688800,159.60
1725692400,159.60
1725696000,163.08
1725699600,163.08
1725703200,163.64
1725706800,163.64
1725710400,163.03
1725714000,162.41
1725717600,162.41
1725721200,158.05
1725724800,138.14
1725728400,129.68
1725732000,111.89
1725735600,111.89
1725739200,111.89
1725742800,111.89
1725746400,111.89
1725750000,115.19
1725753600,115.19
1725757200,140.37
1725760800,140.37
1725764400,141.35
1725768000,143.91
1725771600,141.34
1725775200,143.19
1725778800,160.37
1725782400,160.37
1725786000,163.51
1725789600,163.51
1725793200,163.78
1725796800,163.78
1725800400,162.05
1725804000,161.38
1725807600,160.76
1725811200,137.22
1725814800,106.88
1725818400,106.88
1725822000,106.88
1725825600,106.88
1725829200,106.88
1725832800,139.97
1725836400,142.46
1725840000,146.35
1725843600,151.19
1725847200,159.53
1725850800,156.09
1725854400,148.71
1725858000,156.98
1725861600,160.19
1725865200,160.19
1725868800,159.36
1725872400,161.09
1725876000,172.94
1725879600,161.37
1725883200,161.64
1725886800,161.64
1725890400,160.36
1725894000,141.93
1725897600,146.53
1725901200,137.23
1725904800,132.83
1725908400,129.21
1725912000,129.08
1725915600,137.69
1725919200,138.73
1725922800,144.96
1725926400,143.08
1725930000,149.31
1725933600,158.50
