location,ts,cloud,temp,temp_max,temp_min,humidity,ground_press,wind_speed,wind_dir,rain,snow
Cheju-do,1716910317,0.0,10.96,10.96,10.96,77.0,1011.0,1.54,200.0,0.0,0.0
Cheju-do,1716912073,0.0,14.31,14.31,14.31,77.0,1011.0,0.75,175.0,0.0,0.0
Cheju-do,1716913844,0.0,10.96,10.96,10.96,72.0,1011.0,1.54,210.0,0.0,0.0
Cheju-do,1716915667,2.0,14.17,14.17,14.17,78.0,1011.0,1.85,107.0,0.0,0.0
Cheju-do,1716917452,0.0,10.96,10.96,10.96,77.0,1011.0,0.51,120.0,0.0,0.0
Cheju-do,1716919239,16.0,13.94,13.94,13.94,76.0,1012.0,0.83,180.0,0.0,0.0
Cheju-do,1716921093,0.0,10.96,10.96,10.96,77.0,1012.0,1.54,180.0,0.0,0.0
Cheju-do,1716922844,71.0,13.81,13.81,13.81,77.0,1012.0,0.68,153.0,0.0,0.0
Cheju-do,1716924654,0.0,10.96,10.96,10.96,77.0,1012.0,1.03,200.0,0.0,0.0
Cheju-do,1716926467,36.0,13.71,13.71,13.71,78.0,1013.0,1.1,177.0,0.0,0.0
Cheju-do,1716928242,0.0,10.96,10.96,10.96,77.0,1013.0,1.03,160.0,0.0,0.0
Cheju-do,1716930036,25.0,13.87,13.87,13.87,78.0,1013.0,0.58,174.0,0.0,0.0
Cheju-do,1716931853,0.0,10.96,10.96,10.96,77.0,1013.0,0.51,160.0,0.0,0.0
Cheju-do,1716933653,23.0,14.84,14.84,14.84,73.0,1013.0,0.99,38.0,0.0,0.0
Cheju-do,1716935447,0.0,13.96,13.96,13.96,68.0,1014.0,1.03,270.0,0.0,0.0
Cheju-do,1716937250,20.0,15.75,15.75,15.75,68.0,1013.0,2.37,68.0,0.0,0.0
Cheju-do,1716939039,0.0,14.96,14.96,14.96,68.0,1014.0,1.54,40.0,0.0,0.0
Cheju-do,1716940855,17.0,16.85,16.85,16.85,63.0,1013.0,3.08,83.0,0.0,0.0
Cheju-do,1716942680,0.0,15.96,15.96,15.96,68.0,1015.0,2.57,30.0,0.0,0.0
Cheju-do,1716944450,81.0,17.75,17.75,17.75,59.0,1014.0,3.05,82.0,0.0,0.0
Cheju-do,1716946312,0.0,16.96,16.96,16.96,73.0,1014.0,3.6,30.0,0.0,0.0
Cheju-do,1716948116,90.0,18.28,18.28,18.28,57.0,1014.0,3.4,78.0,0.0,0.0
Cheju-do,1716949857,0.0,17.96,17.96,17.96,68.0,1014.0,3.6,30.0,0.0,0.0
Cheju-do,1716951641,93.0,18.54,18.54,18.54,55.0,1013.0,3.66,84.0,0.0,0.0
Cheju-do,1716953436,0.0,17.96,17.96,17.96,68.0,1015.0,2.57,10.0,0.0,0.0
Cheju-do,1716955245,92.0,18.81,18.81,18.81,55.0,1013.0,2.96,86.0,0.0,0.0
Cheju-do,1716957052,0.0,16.96,16.96,16.96,73.0,1014.0,2.57,340.0,0.0,0.0
Cheju-do,1716958863,94.0,18.53,18.53,18.53,57.0,1013.0,2.65,73.0,0.0,0.0
Cheju-do,1716960646,0.0,16.96,16.96,16.96,73.0,1014.0,2.57,320.0,0.0,0.0
Cheju-do,1716962447,93.0,18.36,18.36,18.36,57.0,1013.0,2.28,63.0,0.0,0.0
Cheju-do,1716964258,0.0,17.96,17.96,17.96,73.0,1014.0,2.06,340.0,0.0,0.0
Cheju-do,1716966051,28.0,18.3,18.3,18.3,56.0,1013.0,2.1,50.0,0.0,0.0
Cheju-do,1716967844,0.0,17.96,17.96,17.96,64.0,1013.0,2.57,20.0,0.0,0.0
Cheju-do,1716969651,43.0,17.97,17.97,17.97,57.0,1012.0,1.75,62.0,0.0,0.0
Cheju-do,1716971441,0.0,16.96,16.96,16.96,64.0,1012.0,2.57,10.0,0.0,0.0
Cheju-do,1716973261,44.0,17.74,17.74,17.74,55.0,1012.0,2.36,68.0,0.0,0.0
Cheju-do,1716975109,0.0,16.96,16.96,16.96,68.0,1013.0,2.06,10.0,0.0,0.0
Cheju-do,1716976834,35.0,17.17,17.17,17.17,58.0,1012.0,2.47,81.0,0.0,0.0
Cheju-do,1716978657,0.0,15.96,15.96,15.96,77.0,1013.0,1.54,10.0,0.0,0.0
Cheju-do,1716980461,31.0,16.43,16.43,16.43,63.0,1012.0,2.25,85.0,0.0,0.0
Cheju-do,1716982245,0.0,14.96,14.96,14.96,82.0,1013.0,1.03,360.0,0.0,0.0
Cheju-do,1716984066,20.0,15.87,15.87,15.87,67.0,1014.0,0.99,37.0,0.0,0.0
Cheju-do,1716985905,0.0,13.96,13.96,13.96,82.0,1013.0,1.54,50.0,0.0,0.0
Cheju-do,1716987643,78.0,15.82,15.82,15.82,65.0,1014.0,1.66,55.0,0.0,0.0
Cheju-do,1716989443,0.0,13.96,13.96,13.96,88.0,1013.0,1.54,40.0,0.0,0.0
Cheju-do,1716991247,89.0,15.81,15.81,15.81,60.0,1014.0,2.13,69.0,0.0,0.0
Cheju-do,1716993058,0.0,12.96,12.96,12.96,88.0,1013.0,1.03,70.0,0.0,0.0
Cheju-do,1716994855,93.0,15.58,15.58,15.58,57.0,1013.0,3.05,76.0,0.0,0.0
Cheju-do,1716996638,0.0,11.96,11.96,11.96,82.0,1013.0,0.51,350.0,0.0,0.0
Cheju-do,1716998470,95.0,15.39,15.39,15.39,57.0,1013.0,2.99,93.0,0.0,0.0
Cheju-do,1717000238,0.0,11.96,11.96,11.96,77.0,1013.0,1.03,170.0,0.0,0.0
Cheju-do,1717002058,96.0,15.25,15.25,15.25,58.0,1013.0,2.2,100.0,0.0,0.0
Cheju-do,1717003843,0.0,10.96,10.96,10.96,82.0,1012.0,1.03,150.0,0.0,0.0
Cheju-do,1717005646,96.0,14.98,14.98,14.98,58.0,1013.0,1.97,97.0,0.0,0.0
Cheju-do,1717007471,0.0,10.96,10.96,10.96,77.0,1012.0,1.54,210.0,0.0,0.0
Cheju-do,1717009236,100.0,15.25,15.25,15.25,58.0,1012.0,1.86,84.0,0.0,0.0
Cheju-do,1717011042,0.0,10.96,10.96,10.96,72.0,1012.0,1.54,180.0,0.0,0.0
Cheju-do,1717012845,100.0,15.27,15.27,15.27,58.0,1012.0,1.39,78.0,0.0,0.0
Cheju-do,1717014649,0.0,11.96,11.96,11.96,82.0,1012.0,2.06,150.0,0.0,0.0
Cheju-do,1717016432,100.0,15.32,15.32,15.32,58.0,1012.0,1.78,59.0,0.0,0.0
Cheju-do,1717018247,0.0,11.96,11.96,11.96,72.0,1012.0,2.57,190.0,0.0,0.0
Cheju-do,1717020079,100.0,15.77,15.77,15.77,58.0,1013.0,1.32,70.0,0.0,0.0
Cheju-do,1717021833,0.0,12.96,12.96,12.96,72.0,1012.0,2.06,210.0,0.0,0.0
Cheju-do,1717023656,100.0,16.29,16.29,16.29,56.0,1013.0,2.35,60.0,0.0,0.0
Cheju-do,1717025442,0.0,13.96,13.96,13.96,77.0,1012.0,0.51,310.0,0.0,0.0
Cheju-do,1717027256,100.0,16.27,16.27,16.27,59.0,1012.0,4.51,103.0,0.0,0.0
Cheju-do,1717029083,0.0,14.96,14.96,14.96,68.0,1012.0,0.51,320.0,0.0,0.0
Cheju-do,1717030842,100.0,17.94,17.94,17.94,53.0,1012.0,3.39,118.0,0.0,0.0
Cheju-do,1717032868,0.0,15.96,15.96,15.96,68.0,1011.0,2.06,310.0,0.0,0.0
Cheju-do,1717034540,99.0,19.05,19.05,19.05,48.0,1012.0,0.84,110.0,0.0,0.0
Cheju-do,1717036284,0.0,18.96,18.96,18.96,43.0,1012.0,2.06,330.0,0.0,0.0
Cheju-do,1717038053,100.0,19.01,19.01,19.01,51.0,1011.0,1.56,58.0,0.0,0.0
Cheju-do,1717039846,0.0,17.96,17.96,17.96,68.0,1011.0,2.57,350.0,0.0,0.0
Cheju-do,1717041641,99.0,19.03,19.03,19.03,52.0,1011.0,0.58,54.0,0.0,0.0
Cheju-do,1717043444,0.0,18.96,18.96,18.96,56.0,1011.0,2.57,350.0,0.0,0.0
Cheju-do,1717045255,99.0,19.06,19.06,19.06,53.0,1011.0,0.83,289.0,0.0,0.0
Cheju-do,1717047049,0.0,17.96,17.96,17.96,68.0,1010.0,2.57,10.0,0.0,0.0
Cheju-do,1717048858,100.0,18.62,18.62,18.62,55.0,1011.0,1.68,298.0,0.0,0.0
Cheju-do,1717050715,0.0,17.96,17.96,17.96,73.0,1010.0,2.57,30.0,0.0,0.0
Cheju-do,1717052441,100.0,17.36,17.36,17.36,66.0,1011.0,2.54,309.0,0.0,0.0
Cheju-do,1717054252,75.0,16.96,16.96,16.96,78.0,1011.0,3.09,30.0,0.0,0.0
Cheju-do,1717056036,88.0,17.45,17.45,17.45,69.0,1011.0,2.41,323.0,0.0,0.0
Cheju-do,1717057844,75.0,16.96,16.96,16.96,78.0,1010.0,3.6,50.0,0.0,0.0
Cheju-do,1717059670,92.0,16.62,16.62,16.62,74.0,1011.0,1.32,348.0,0.2,0.0
Cheju-do,1717061446,75.0,15.96,15.96,15.96,83.0,1011.0,3.09,50.0,0.12,0.0
Cheju-do,1717063256,94.0,16.33,16.33,16.33,76.0,1011.0,0.77,13.0,0.0,0.0
Cheju-do,1717065049,75.0,16.96,16.96,16.96,73.0,1011.0,2.06,40.0,0.33,0.0
Cheju-do,1717066911,95.0,16.31,16.31,16.31,77.0,1011.0,0.8,299.0,0.0,0.0
Cheju-do,1717068672,75.0,15.96,15.96,15.96,83.0,1011.0,2.57,50.0,0.65,0.0
Cheju-do,1717070492,96.0,16.15,16.15,16.15,79.0,1011.0,0.1,68.0,4.47,0.0
Cheju-do,1717072271,100.0,15.96,15.96,15.96,83.0,1011.0,2.06,60.0,1.37,0.0
Cheju-do,1717074074,100.0,16.27,16.27,16.27,79.0,1012.0,0.99,189.0,0.0,0.0
Cheju-do,1717075873,100.0,15.96,15.96,15.96,77.0,1011.0,3.09,110.0,0.38,0.0
Cheju-do,1717077675,100.0,15.82,15.82,15.82,81.0,1012.0,0.42,227.0,1.96,0.0
Cheju-do,1717079483,100.0,14.96,14.96,14.96,82.0,1011.0,1.03,110.0,1.15,0.0
Cheju-do,1717081283,100.0,15.28,15.28,15.28,73.0,1012.0,0.17,325.0,3.07,0.0
Cheju-do,1717083098,100.0,13.96,13.96,13.96,94.0,1011.0,1.03,330.0,1.38,0.0
Cheju-do,1717084892,100.0,13.5,13.5,13.5,72.0,1012.0,1.28,52.0,1.46,0.0
Cheju-do,1717086673,100.0,13.96,13.96,13.96,94.0,1011.0,2.06,50.0,1.78,0.0
Cheju-do,1717088486,100.0,12.84,12.84,12.84,76.0,1011.0,1.78,30.0,0.11,0.0
Cheju-do,1717090269,100.0,12.96,12.96,12.96,88.0,1011.0,1.54,210.0,0.0,0.0
Cheju-do,1717092072,100.0,12.78,12.78,12.78,79.0,1012.0,1.37,30.0,0.0,0.0
Cheju-do,1717093885,100.0,13.96,13.96,13.96,82.0,1011.0,0.51,340.0,0.0,0.0
Cheju-do,1717095676,100.0,12.89,12.89,12.89,80.0,1011.0,1.59,62.0,0.0,0.0
Cheju-do,1717097481,100.0,11.96,11.96,11.96,94.0,1011.0,3.09,110.0,0.0,0.0
Cheju-do,1717099275,100.0,13.21,13.21,13.21,84.0,1011.0,2.13,84.0,0.0,0.0
Cheju-do,1717101070,100.0,11.96,11.96,11.96,88.0,1011.0,2.57,110.0,0.0,0.0
Cheju-do,1717102878,100.0,13.4,13.4,13.4,85.0,1011.0,2.77,82.0,0.0,0.0
Cheju-do,1717104680,100.0,11.96,11.96,11.96,88.0,1011.0,2.57,130.0,0.0,0.0
Cheju-do,1717106480,100.0,13.66,13.66,13.66,84.0,1011.0,2.6,82.0,0.0,0.0
Cheju-do,1717108283,100.0,11.96,11.96,11.96,82.0,1011.0,3.09,120.0,0.0,0.0
Cheju-do,1717110079,100.0,14.0,14.0,14.0,82.0,1011.0,1.92,79.0,0.0,0.0
Cheju-do,1717111874,100.0,12.96,12.96,12.96,77.0,1011.0,2.57,110.0,0.13,0.0
Cheju-do,1717113675,100.0,14.58,14.58,14.58,80.0,1011.0,1.52,58.0,0.0,0.0
Cheju-do,1717115476,100.0,13.96,13.96,13.96,82.0,1011.0,3.6,120.0,0.0,0.0
Cheju-do,1717117278,100.0,15.17,15.17,15.17,79.0,1011.0,0.64,348.0,0.0,0.0
Cheju-do,1717119134,100.0,14.96,14.96,14.96,77.0,1012.0,2.06,130.0,0.0,0.0
Cheju-do,1717120921,100.0,15.33,15.33,15.33,79.0,1011.0,1.25,312.0,0.0,0.0
Cheju-do,1717122700,100.0,15.96,15.96,15.96,77.0,1012.0,1.54,300.0,0.0,0.0
Cheju-do,1717124475,100.0,15.46,15.46,15.46,79.0,1011.0,0.68,322.0,0.0,0.0
Cheju-do,1717126273,75.0,15.96,15.96,15.96,77.0,1011.0,1.54,360.0,0.0,0.0
Cheju-do,1717128081,97.0,16.68,16.68,16.68,75.0,1011.0,1.7,336.0,0.0,0.0
Cheju-do,1717129878,75.0,15.96,15.96,15.96,77.0,1011.0,2.06,350.0,0.0,0.0
Cheju-do,1717131680,98.0,16.58,16.58,16.58,75.0,1010.0,1.57,341.0,0.0,0.0
Cheju-do,1717133475,75.0,15.96,15.96,15.96,68.0,1011.0,3.6,340.0,0.0,0.0
Cheju-do,1717135276,100.0,16.1,16.1,16.1,76.0,1011.0,1.45,322.0,0.0,0.0
Cheju-do,1717137119,0.0,16.96,16.96,16.96,68.0,1010.0,2.57,310.0,0.0,0.0
Cheju-do,1717138876,94.0,16.64,16.64,16.64,74.0,1011.0,1.48,312.0,0.0,0.0
Cheju-do,1717140674,0.0,15.96,15.96,15.96,73.0,1011.0,3.09,310.0,0.0,0.0
Cheju-do,1717142484,83.0,16.87,16.87,16.87,72.0,1011.0,1.17,299.0,0.0,0.0
Cheju-do,1717144285,0.0,15.96,15.96,15.96,77.0,1011.0,2.57,320.0,0.0,0.0
Cheju-do,1717146076,88.0,16.82,16.82,16.82,73.0,1011.0,1.1,279.0,0.0,0.0
Cheju-do,1717147872,0.0,14.96,14.96,14.96,77.0,1011.0,2.57,290.0,0.0,0.0
Cheju-do,1717149674,74.0,16.46,16.46,16.46,75.0,1011.0,1.72,293.0,0.0,0.0
Cheju-do,1717151477,0.0,14.96,14.96,14.96,82.0,1011.0,3.09,290.0,0.0,0.0
Cheju-do,1717153276,65.0,15.68,15.68,15.68,81.0,1012.0,2.73,290.0,0.0,0.0
Cheju-do,1717155072,0.0,13.96,13.96,13.96,88.0,1012.0,3.09,260.0,0.0,0.0
Cheju-do,1717156896,55.0,15.15,15.15,15.15,85.0,1012.0,2.87,303.0,0.0,0.0
Cheju-do,1717158674,40.0,13.96,13.96,13.96,82.0,1013.0,2.57,200.0,0.0,0.0
Cheju-do,1717160481,22.0,14.66,14.66,14.66,87.0,1013.0,3.31,312.0,0.0,0.0
Cheju-do,1717162275,40.0,12.96,12.96,12.96,88.0,1013.0,1.54,220.0,0.0,0.0
Cheju-do,1717164075,29.0,14.63,14.63,14.63,86.0,1013.0,2.8,319.0,0.0,0.0
Cheju-do,1717165898,40.0,12.96,12.96,12.96,88.0,1013.0,2.06,210.0,0.0,0.0
Cheju-do,1717167676,32.0,14.61,14.61,14.61,83.0,1013.0,1.8,312.0,0.0,0.0
Cheju-do,1717169475,40.0,12.96,12.96,12.96,82.0,1013.0,2.57,210.0,0.0,0.0
Cheju-do,1717171278,28.0,14.65,14.65,14.65,79.0,1013.0,2.21,313.0,0.0,0.0
Cheju-do,1717173075,75.0,11.96,11.96,11.96,88.0,1013.0,2.57,200.0,0.0,0.0
Cheju-do,1717174883,34.0,14.43,14.43,14.43,79.0,1013.0,2.44,310.0,0.0,0.0
Cheju-do,1717176673,40.0,11.96,11.96,11.96,82.0,1012.0,2.57,200.0,0.0,0.0
Cheju-do,1717178479,32.0,14.19,14.19,14.19,80.0,1012.0,1.99,305.0,0.0,0.0
Cheju-do,1717180286,40.0,11.96,11.96,11.96,82.0,1012.0,3.09,190.0,0.0,0.0
Cheju-do,1717182076,80.0,14.05,14.05,14.05,82.0,1012.0,2.75,296.0,0.0,0.0
Cheju-do,1717183874,75.0,12.96,12.96,12.96,82.0,1013.0,2.06,220.0,0.0,0.0
Cheju-do,1717185670,76.0,13.79,13.79,13.79,84.0,1012.0,2.71,300.0,0.0,0.0
Cheju-do,1717187472,75.0,12.96,12.96,12.96,88.0,1013.0,2.06,200.0,0.0,0.0
Cheju-do,1717189274,78.0,13.94,13.94,13.94,83.0,1012.0,2.89,300.0,0.0,0.0
Cheju-do,1717191075,75.0,12.96,12.96,12.96,82.0,1013.0,1.54,220.0,0.0,0.0
Cheju-do,1717192878,83.0,14.49,14.49,14.49,80.0,1012.0,2.42,300.0,0.0,0.0
Cheju-do,1717194671,75.0,13.96,13.96,13.96,82.0,1013.0,1.54,230.0,0.0,0.0
Cheju-do,1717196476,86.0,15.18,15.18,15.18,81.0,1013.0,3.23,305.0,0.0,0.0
Cheju-do,1717198274,75.0,15.96,15.96,15.96,73.0,1013.0,2.57,260.0,0.0,0.0
Cheju-do,1717200094,86.0,15.84,15.84,15.84,79.0,1013.0,3.37,310.0,0.0,0.0
Cheju-do,1717201914,75.0,14.96,14.96,14.96,82.0,1013.0,3.09,270.0,0.0,0.0
Cheju-do,1717203673,82.0,16.03,16.03,16.03,74.0,1013.0,4.13,318.0,0.0,0.0
Cheju-do,1717205535,75.0,14.96,14.96,14.96,82.0,1014.0,3.6,290.0,0.0,0.0
Cheju-do,1717207359,70.0,16.45,16.45,16.45,68.0,1013.0,4.86,319.0,0.0,0.0
Cheju-do,1717209106,75.0,15.96,15.96,15.96,73.0,1014.0,4.12,290.0,0.0,0.0
Cheju-do,1717210872,51.0,16.71,16.71,16.71,64.0,1013.0,4.6,321.0,0.0,0.0
Cheju-do,1717212678,40.0,15.96,15.96,15.96,73.0,1013.0,4.12,300.0,0.0,0.0
Cheju-do,1717214480,41.0,16.72,16.72,16.72,64.0,1013.0,5.09,322.0,0.0,0.0
Cheju-do,1717216274,40.0,15.96,15.96,15.96,73.0,1013.0,4.12,290.0,0.0,0.0
Cheju-do,1717218085,37.0,16.65,16.65,16.65,64.0,1013.0,4.71,324.0,0.0,0.0
Cheju-do,1717219874,40.0,15.96,15.96,15.96,68.0,1013.0,4.12,290.0,0.0,0.0
Cheju-do,1717221692,43.0,16.65,16.65,16.65,63.0,1013.0,5.23,325.0,0.0,0.0
Cheju-do,1717223480,40.0,15.96,15.96,15.96,73.0,1013.0,4.63,290.0,0.0,0.0
Cheju-do,1717225279,0.0,16.6,16.6,16.6,61.0,1013.0,5.16,332.0,0.0,0.0
Cheju-do,1717227070,20.0,15.96,15.96,15.96,68.0,1013.0,3.6,290.0,0.0,0.0
Cheju-do,1717228877,1.0,16.19,16.19,16.19,62.0,1012.0,3.48,324.0,0.0,0.0
Cheju-do,1717230679,0.0,16.96,16.96,16.96,64.0,1012.0,2.57,290.0,0.0,0.0
Cheju-do,1717232478,2.0,16.03,16.03,16.03,61.0,1012.0,3.52,322.0,0.0,0.0
Cheju-do,1717234272,0.0,15.96,15.96,15.96,64.0,1012.0,2.57,240.0,0.0,0.0
Cheju-do,1717236076,2.0,15.46,15.46,15.46,65.0,1012.0,3.6,321.0,0.0,0.0
Cheju-do,1717237877,0.0,15.96,15.96,15.96,64.0,1012.0,1.54,270.0,0.0,0.0
Cheju-do,1717239679,3.0,14.77,14.77,14.77,70.0,1012.0,3.47,319.0,0.0,0.0
Cheju-do,1717241472,0.0,13.96,13.96,13.96,77.0,1012.0,2.06,270.0,0.0,0.0
Cheju-do,1717243286,4.0,14.48,14.48,14.48,72.0,1013.0,3.46,318.0,0.0,0.0
Cheju-do,1717245082,0.0,12.96,12.96,12.96,77.0,1013.0,2.57,210.0,0.0,0.0
Cheju-do,1717246877,33.0,14.27,14.27,14.27,74.0,1013.0,4.13,314.0,0.0,0.0
Cheju-do,1717248709,20.0,12.96,12.96,12.96,82.0,1013.0,1.54,240.0,0.0,0.0
Cheju-do,1717250475,59.0,14.2,14.2,14.2,73.0,1013.0,5.04,323.0,0.0,0.0
Cheju-do,1717252272,40.0,13.96,13.96,13.96,77.0,1013.0,3.09,280.0,0.0,0.0
Cheju-do,1717254071,73.0,14.1,14.1,14.1,73.0,1013.0,4.69,325.0,0.0,0.0
Cheju-do,1717255876,0.0,12.96,12.96,12.96,77.0,1013.0,1.54,250.0,0.0,0.0
Cheju-do,1717257676,79.0,13.86,13.86,13.86,74.0,1013.0,4.41,318.0,0.0,0.0
Cheju-do,1717259473,0.0,11.96,11.96,11.96,82.0,1013.0,2.06,230.0,0.0,0.0
Cheju-do,1717261280,83.0,13.65,13.65,13.65,76.0,1012.0,4.22,320.0,0.0,0.0
Cheju-do,1717263072,40.0,13.96,13.96,13.96,77.0,1013.0,3.09,310.0,0.0,0.0
Cheju-do,1717264872,71.0,13.54,13.54,13.54,76.0,1012.0,4.38,328.0,0.0,0.0
Cheju-do,1717266711,75.0,13.96,13.96,13.96,77.0,1012.0,3.09,320.0,0.0,0.0
Cheju-do,1717268476,100.0,13.48,13.48,13.48,78.0,1011.0,4.22,333.0,0.0,0.0
Cheju-do,1717270271,40.0,12.96,12.96,12.96,82.0,1012.0,1.54,310.0,0.0,0.0
Cheju-do,1717272102,100.0,13.55,13.55,13.55,77.0,1012.0,3.85,342.0,0.0,0.0
Cheju-do,1717273871,75.0,12.96,12.96,12.96,82.0,1013.0,2.06,330.0,0.0,0.0
Cheju-do,1717275679,99.0,13.63,13.63,13.63,77.0,1012.0,3.34,346.0,0.0,0.0
Cheju-do,1717277480,75.0,12.96,12.96,12.96,82.0,1013.0,1.03,150.0,0.0,0.0
Cheju-do,1717279273,98.0,14.29,14.29,14.29,71.0,1012.0,3.49,357.0,0.0,0.0
Cheju-do,1717281073,75.0,13.96,13.96,13.96,72.0,1013.0,1.54,120.0,0.0,0.0
Cheju-do,1717282876,98.0,15.2,15.2,15.2,62.0,1012.0,3.25,7.0,0.0,0.0
Cheju-do,1717284671,0.0,14.96,14.96,14.96,68.0,1013.0,1.03,30.0,0.0,0.0
Cheju-do,1717286484,95.0,16.22,16.22,16.22,55.0,1013.0,3.19,12.0,0.0,0.0
Cheju-do,1717288283,0.0,15.96,15.96,15.96,64.0,1013.0,1.54,360.0,0.0,0.0
Cheju-do,1717290081,98.0,17.05,17.05,17.05,50.0,1012.0,3.0,21.0,0.0,0.0
Cheju-do,1717291929,0.0,15.96,15.96,15.96,60.0,1012.0,2.06,360.0,0.0,0.0
Cheju-do,1717293730,99.0,17.84,17.84,17.84,45.0,1012.0,2.76,21.0,0.0,0.0
Cheju-do,1717295487,0.0,15.96,15.96,15.96,64.0,1012.0,2.57,310.0,0.0,0.0
Cheju-do,1717297273,85.0,18.49,18.49,18.49,43.0,1012.0,2.5,13.0,0.0,0.0
Cheju-do,1717299080,0.0,15.96,15.96,15.96,68.0,1012.0,3.09,320.0,0.0,0.0
Cheju-do,1717300874,81.0,18.61,18.61,18.61,43.0,1011.0,2.46,356.0,0.0,0.0
Cheju-do,1717302671,0.0,15.96,15.96,15.96,73.0,1012.0,3.09,290.0,0.0,0.0
Cheju-do,1717304478,75.0,18.65,18.65,18.65,44.0,1011.0,2.07,328.0,0.0,0.0
Cheju-do,1717306285,0.0,16.96,16.96,16.96,68.0,1012.0,4.12,290.0,0.0,0.0
Cheju-do,1717308072,93.0,18.19,18.19,18.19,48.0,1011.0,1.94,305.0,0.0,0.0
Cheju-do,1717309879,0.0,15.96,15.96,15.96,73.0,1011.0,4.12,290.0,0.0,0.0
Cheju-do,1717311682,95.0,18.19,18.19,18.19,50.0,1011.0,2.26,297.0,0.0,0.0
Cheju-do,1717313476,0.0,16.96,16.96,16.96,64.0,1011.0,4.12,270.0,0.0,0.0
Cheju-do,1717315275,98.0,17.87,17.87,17.87,50.0,1011.0,2.53,298.0,0.0,0.0
Cheju-do,1717317074,0.0,16.96,16.96,16.96,68.0,1011.0,4.63,280.0,0.0,0.0
Cheju-do,1717318878,98.0,17.44,17.44,17.44,51.0,1011.0,2.81,300.0,0.0,0.0
Cheju-do,1717320671,0.0,15.96,15.96,15.96,73.0,1011.0,4.63,270.0,0.0,0.0
Cheju-do,1717322475,99.0,16.74,16.74,16.74,54.0,1011.0,2.83,298.0,0.0,0.0
Cheju-do,1717324276,0.0,15.96,15.96,15.96,68.0,1011.0,3.09,250.0,0.0,0.0
Cheju-do,1717326082,99.0,16.09,16.09,16.09,59.0,1011.0,2.35,286.0,0.0,0.0
Cheju-do,1717327878,0.0,13.96,13.96,13.96,72.0,1011.0,2.57,250.0,0.0,0.0
Cheju-do,1717329686,100.0,15.89,15.89,15.89,62.0,1011.0,2.53,282.0,0.0,0.0
Cheju-do,1717331488,0.0,12.96,12.96,12.96,77.0,1011.0,2.06,230.0,0.0,0.0
Cheju-do,1717333276,100.0,15.86,15.86,15.86,63.0,1012.0,2.32,290.0,0.0,0.0
Cheju-do,1717335072,0.0,13.96,13.96,13.96,72.0,1012.0,2.57,230.0,0.0,0.0
Cheju-do,1717336875,100.0,15.64,15.64,15.64,64.0,1012.0,2.42,292.0,0.0,0.0
Cheju-do,1717338676,0.0,13.96,13.96,13.96,72.0,1012.0,3.09,210.0,0.0,0.0
Cheju-do,1717340478,100.0,15.61,15.61,15.61,64.0,1011.0,2.38,292.0,0.0,0.0
Cheju-do,1717342279,75.0,12.96,12.96,12.96,72.0,1012.0,2.57,210.0,0.0,0.0
Cheju-do,1717344092,100.0,15.47,15.47,15.47,64.0,1011.0,2.07,296.0,0.0,0.0
Cheju-do,1717345874,0.0,13.96,13.96,13.96,59.0,1011.0,2.06,210.0,0.0,0.0
Cheju-do,1717347677,100.0,15.27,15.27,15.27,63.0,1011.0,1.68,304.0,0.0,0.0
Cheju-do,1717349472,0.0,13.96,13.96,13.96,52.0,1011.0,2.57,200.0,0.0,0.0
Cheju-do,1717351295,100.0,15.38,15.38,15.38,61.0,1010.0,1.17,315.0,0.0,0.0
Cheju-do,1717353108,0.0,13.96,13.96,13.96,52.0,1011.0,2.57,210.0,0.0,0.0
Cheju-do,1717354875,100.0,15.49,15.49,15.49,57.0,1010.0,1.16,331.0,0.0,0.0
Cheju-do,1717356673,0.0,12.96,12.96,12.96,59.0,1011.0,1.54,210.0,0.0,0.0
Cheju-do,1717358476,100.0,15.39,15.39,15.39,56.0,1011.0,1.14,1.0,0.0,0.0
Cheju-do,1717360271,0.0,11.96,11.96,11.96,67.0,1011.0,3.09,160.0,0.0,0.0
Cheju-do,1717362077,100.0,15.39,15.39,15.39,56.0,1011.0,1.11,352.0,0.0,0.0
Cheju-do,1717363889,0.0,12.96,12.96,12.96,63.0,1011.0,2.57,140.0,0.0,0.0
Cheju-do,1717365673,99.0,16.1,16.1,16.1,54.0,1011.0,0.84,35.0,0.0,0.0
Cheju-do,1717367469,0.0,15.96,15.96,15.96,52.0,1011.0,1.03,180.0,0.0,0.0
Cheju-do,1717369280,92.0,17.46,17.46,17.46,46.0,1011.0,1.39,61.0,0.0,0.0
Cheju-do,1717371071,0.0,16.96,16.96,16.96,56.0,1011.0,2.06,20.0,0.0,0.0
Cheju-do,1717372882,84.0,18.38,18.38,18.38,43.0,1011.0,1.14,41.0,0.0,0.0
Cheju-do,1717374706,0.0,18.96,18.96,18.96,46.0,1011.0,2.06,30.0,0.0,0.0
Cheju-do,1717376495,33.0,18.72,18.72,18.72,43.0,1011.0,1.87,56.0,0.0,0.0
Cheju-do,1717378333,0.0,19.96,19.96,19.96,46.0,1010.0,5.14,60.0,0.0,0.0
Cheju-do,1717380145,46.0,18.77,18.77,18.77,48.0,1011.0,2.53,70.0,0.0,0.0
Cheju-do,1717381964,0.0,19.96,19.96,19.96,46.0,1010.0,5.14,50.0,0.0,0.0
