ts,실시간 임시 가격(원/kWh),실시간 확정 가격(원/kWh)
1721266200,141.47,141.47
1721267100,141.47,141.47
1721268000,141.47,141.47
1721268900,141.48,141.48
1721269800,141.48,141.48
1721270700,141.48,141.48
1721271600,141.48,141.48
1721272500,141.86,141.86
1721273400,141.86,141.86
1721274300,141.86,141.86
1721275200,141.86,141.86
1721276100,141.86,141.86
1721277000,141.86,141.86
1721277900,141.86,141.86
1721278800,141.86,141.86
1721279700,141.85,141.85
1721280600,141.85,141.85
1721281500,141.85,141.85
1721282400,141.85,141.85
1721283300,141.82,141.82
1721284200,141.82,141.82
1721285100,141.82,141.82
1721286000,141.82,141.82
1721286900,141.30,141.30
1721287800,141.30,141.30
1721288700,141.30,141.30
1721289600,141.30,141.30
1721290500,140.58,140.58
1721291400,140.58,140.58
1721292300,140.58,140.58
1721293200,140.58,140.58
1721294100,140.52,140.52
1721295000,140.52,140.52
1721295900,140.52,140.52
1721296800,140.52,140.52
1721297700,153.12,152.77
1721298600,153.19,152.89
1721299500,153.18,152.89
1721300400,153.16,152.89
1721301300,153.38,153.13
1721302200,153.36,153.13
1721303100,153.34,153.13
1721304000,153.32,153.13
1721304900,153.31,153.13
1721305800,153.29,153.13
1721306700,153.24,153.13
1721307600,153.24,153.13
1721308500,154.87,155.08
1721309400,154.89,155.08
1721310300,154.81,154.81
1721311200,154.81,154.81
1721312100,153.12,153.05
1721313000,153.12,153.05
1721313900,153.05,153.05
1721314800,136.03,136.03
1721315700,134.55,134.55
1721316600,134.55,134.55
1721317500,134.55,134.55
1721318400,134.55,134.55
1721319300,112.33,112.33
1721320200,112.33,112.33
1721321100,112.33,112.33
1721322000,112.33,112.33
1721322900,100.52,100.52
1721323800,100.52,100.52
1721324700,100.52,100.52
1721325600,100.52,100.52
1721326500,100.52,100.52
1721327400,100.52,100.52
1721328300,100.52,100.52
1721329200,100.52,100.52
1721330100,100.52,100.52
1721331000,100.52,100.52
1721331900,100.52,100.52
1721332800,100.52,100.52
1721333700,101.46,101.46
1721334600,101.46,101.46
1721335500,101.46,101.46
1721336400,101.46,101.46
1721337300,133.79,133.79
1721338200,133.79,133.79
1721339100,133.79,133.79
1721340000,133.79,133.79
1721340900,139.50,139.50
1721341800,139.50,139.50
1721342700,139.50,139.50
1721343600,139.50,139.50
1721344500,151.33,154.65
1721345400,151.33,154.65
1721346300,151.33,154.65
1721347200,151.35,154.65
1721348100,151.35,154.65
1721349000,151.35,154.65
1721349900,151.35,154.65
1721350800,151.25,154.65
1721351700,180.33,180.33
1721352600,180.33,180.33
1721353500,180.33,180.33
1721354400,180.33,180.33
1721355300,153.33,156.82
1721356200,153.32,156.82
1721357100,153.32,156.82
1721358000,152.38,155.65
1721358900,150.96,154.09
1721359800,141.85,141.85
1721360700,141.85,141.85
1721361600,141.85,141.85
1721362500,154.25,154.25
1721363400,138.88,138.93
1721364300,-2.00,-2.00
1721365200,-2.00,-2.00
1721366100,-2.00,-2.00
1721367000,-2.00,-2.00
1721367900,-2.00,-2.00
1721368800,154.30,154.30
1721369700,154.43,154.43
1721370600,154.43,154.43
1721371500,154.43,154.43
1721372400,154.43,154.43
1721373300,153.61,154.17
1721374200,153.67,154.17
1721375100,153.72,154.17
1721376000,153.93,154.17
1721376900,153.93,154.17
1721377800,154.00,154.17
1721378700,154.06,154.17
1721379600,154.27,154.17
1721380500,154.43,154.33
1721381400,154.47,154.33
1721382300,154.51,154.33
1721383200,154.51,154.33
1721384100,154.67,154.49
1721385000,154.66,154.49
1721385900,154.66,154.49
1721386800,154.66,154.49
1721387700,154.65,154.49
1721388600,154.65,154.49
1721389500,154.65,154.49
1721390400,154.63,154.49
1721391300,154.61,154.49
1721392200,154.58,154.49
1721393100,154.56,154.49
1721394000,154.53,154.49
1721394900,154.21,154.49
1721395800,154.49,154.49
1721396700,154.49,154.49
1721397600,154.49,154.49
1721398500,154.65,154.65
1721399400,154.65,154.65
1721400300,154.65,154.65
1721401200,136.42,136.42
1721402100,124.93,124.93
1721403000,124.93,124.93
1721403900,124.93,124.93
1721404800,124.93,124.93
1721405700,100.97,100.97
1721406600,100.97,100.97
1721407500,100.97,100.97
1721408400,100.97,100.97
1721409300,100.33,100.33
1721410200,100.33,100.33
1721411100,100.33,100.33
1721412000,100.33,100.33
1721412900,99.58,99.58
1721413800,99.58,99.58
1721414700,99.58,99.58
1721415600,99.58,99.58
1721416500,95.57,95.57
1721417400,95.57,95.57
1721418300,95.57,95.57
1721419200,95.57,95.57
1721420100,99.80,99.80
1721421000,99.80,99.80
1721421900,99.80,99.80
1721422800,99.80,99.80
1721423700,100.97,100.97
1721424600,100.97,100.97
1721425500,100.97,100.97
1721426400,100.97,100.97
1721427300,104.60,104.60
1721428200,104.60,104.60
1721429100,104.60,104.60
1721430000,104.60,104.60
1721430900,136.25,136.25
1721431800,136.25,136.25
1721432700,136.25,136.25
1721433600,136.25,136.25
1721434500,137.59,137.59
1721435400,137.59,137.59
1721436300,137.59,137.59
1721437200,137.59,137.59
1721438100,143.29,143.29
1721439000,143.29,143.29
1721439900,143.29,143.29
1721440800,143.29,143.29
1721441700,143.33,143.33
1721442600,143.33,143.33
1721443500,143.33,143.33
1721444400,143.33,143.33
1721445300,143.24,143.24
1721446200,143.24,143.24
1721447100,143.24,143.24
1721448000,143.24,143.24
1721448900,147.15,147.15
1721449800,147.15,147.15
1721450700,147.15,147.15
1721451600,147.15,147.15
1721452500,147.15,147.15
1721453400,147.15,147.15
1721454300,147.15,147.15
1721455200,147.15,147.15
1721456100,143.19,143.19
1721457000,143.19,143.19
1721457900,143.19,143.19
1721458800,143.19,143.19
1721459700,137.56,137.56
1721460600,137.56,137.56
1721461500,137.56,137.56
1721462400,137.56,137.56
1721463300,152.40,152.44
1721464200,152.40,152.44
1721465100,152.40,152.44
1721466000,152.87,152.44
1721466900,155.58,154.20
1721467800,155.44,154.20
1721468700,155.33,154.20
1721469600,155.23,154.20
1721470500,155.29,154.36
1721471400,155.20,154.36
1721472300,155.11,154.36
1721473200,155.03,154.36
1721474100,154.96,154.36
1721475000,154.89,154.36
1721475900,154.83,154.36
1721476800,154.78,154.36
1721477700,154.83,154.46
1721478600,154.77,154.46
1721479500,154.70,154.46
1721480400,154.64,154.46
1721481300,154.05,154.46
1721482200,154.46,154.46
1721483100,154.46,154.46
1721484000,154.46,154.46
1721484900,154.68,154.68
1721485800,154.68,154.68
1721486700,154.68,154.68
1721487600,134.57,134.57
1721488500,101.39,101.39
1721489400,101.39,101.39
1721490300,101.39,101.39
1721491200,101.39,101.39
1721492100,100.65,100.65
1721493000,100.65,100.65
1721493900,100.65,100.65
1721494800,100.65,100.65
1721495700,99.90,99.90
1721496600,99.90,99.90
1721497500,99.90,99.90
1721498400,99.90,99.90
1721499300,95.71,95.71
1721500200,95.71,95.71
1721501100,95.71,95.71
1721502000,95.71,95.71
1721502900,95.64,95.64
1721503800,95.64,95.64
1721504700,95.64,95.64
1721505600,95.64,95.64
1721506500,95.71,95.71
1721507400,95.71,95.71
1721508300,95.71,95.71
1721509200,95.71,95.71
1721510100,101.28,101.28
1721511000,101.28,101.28
1721511900,101.28,101.28
1721512800,101.28,101.28
1721513700,101.39,101.39
1721514600,101.39,101.39
1721515500,101.39,101.39
1721516400,101.39,101.39
1721517300,132.91,132.91
1721518200,132.91,132.91
1721519100,132.91,132.91
1721520000,132.91,132.91
1721520900,183.78,183.78
1721521800,183.78,183.78
1721522700,122.63,122.63
1721523600,-2.00,-2.00
1721524500,-74.47,-74.47
1721525400,-74.47,-74.47
1721526300,-74.47,-74.47
1721527200,-74.47,-74.47
1721528100,-74.47,-74.47
1721529000,-74.47,-74.47
1721529900,-74.47,-74.47
1721530800,-74.47,-74.47
1721531700,-74.47,-74.47
1721532600,-2.00,-2.00
1721533500,138.27,138.27
1721534400,138.27,138.27
1721535300,142.60,142.60
1721536200,142.60,142.60
1721537100,142.60,142.60
1721538000,142.60,142.60
1721538900,152.06,152.43
1721539800,152.06,152.43
1721540700,152.06,152.43
1721541600,151.90,152.43
1721542500,142.97,142.97
1721543400,142.97,142.97
1721544300,142.97,142.97
1721545200,142.97,142.97
1721546100,141.35,141.35
1721547000,141.35,141.35
1721547900,141.35,141.35
1721548800,141.35,141.35
1721549700,153.33,153.31
1721550600,153.31,153.31
1721551500,153.30,153.31
1721552400,153.27,153.31
1721553300,153.18,153.10
1721554200,153.17,153.10
1721555100,153.16,153.10
1721556000,153.15,153.10
1721556900,153.52,153.47
1721557800,153.52,153.47
1721558700,153.52,153.47
1721559600,153.52,153.47
1721560500,153.68,153.63
1721561400,153.66,153.63
1721562300,153.64,153.63
1721563200,153.62,153.63
1721564100,155.94,155.96
1721565000,155.98,155.96
1721565900,156.02,155.96
1721566800,156.05,155.96
1721567700,154.24,153.79
1721568600,153.71,153.79
1721569500,154.24,153.79
1721570400,154.24,153.79
1721571300,114.50,114.50
1721572200,114.50,114.50
1721573100,114.50,114.50
1721574000,114.50,114.50
1721574900,100.41,100.41
1721575800,100.41,100.41
1721576700,100.41,100.41
1721577600,100.41,100.41
1721578500,100.49,100.49
1721579400,100.49,100.49
1721580300,100.49,100.49
1721581200,100.49,100.49
1721582100,99.25,99.25
1721583000,99.25,99.25
1721583900,99.25,99.25
1721584800,99.25,99.25
1721585700,95.22,95.22
1721586600,95.22,95.22
1721587500,95.22,95.22
1721588400,95.22,95.22
1721589300,95.22,95.22
1721590200,95.22,95.22
1721591100,95.22,95.22
1721592000,95.22,95.22
1721592900,100.38,100.38
1721593800,100.38,100.38
1721594700,100.38,100.38
1721595600,100.38,100.38
1721596500,100.38,100.38
1721597400,100.38,100.38
1721598300,100.38,100.38
1721599200,100.38,100.38
1721600100,133.96,133.96
1721601000,133.96,133.96
1721601900,133.96,133.96
1721602800,133.96,133.96
1721603700,138.28,138.28
1721604600,138.28,138.28
1721605500,138.28,138.28
1721606400,138.28,138.28
1721607300,142.07,142.07
1721608200,142.07,142.07
1721609100,142.07,142.07
1721610000,142.07,142.07
1721610900,143.84,143.84
1721611800,143.84,143.84
1721612700,143.84,143.84
1721613600,143.84,143.84
1721614500,144.40,144.40
1721615400,144.40,144.40
1721616300,144.40,144.40
1721617200,144.40,144.40
1721618100,142.68,142.68
1721619000,142.68,142.68
1721619900,142.68,142.68
1721620800,142.68,142.68
1721621700,152.16,152.27
1721622600,152.16,152.27
1721623500,152.16,152.27
1721624400,152.23,152.27
1721625300,152.23,152.27
1721626200,152.23,152.27
1721627100,152.23,152.27
1721628000,151.82,152.27
1721628900,144.32,144.32
1721629800,144.32,144.32
1721630700,144.32,144.32
1721631600,144.32,144.32
1721632500,152.44,152.27
1721633400,152.55,152.27
1721634300,152.66,152.27
1721635200,152.67,152.27
1721636100,139.15,139.15
1721637000,139.15,139.15
1721637900,139.15,139.15
1721638800,139.15,139.15
1721639700,154.36,153.60
1721640600,154.69,153.60
1721641500,155.02,153.60
1721642400,154.12,153.60
1721643300,154.20,153.76
1721644200,154.53,153.76
1721645100,154.86,153.76
1721646000,154.74,153.76
1721646900,154.82,153.92
1721647800,154.75,153.92
1721648700,154.69,153.92
1721649600,154.67,153.92
1721650500,154.65,153.92
1721651400,154.70,153.92
1721652300,154.67,153.92
1721653200,154.45,153.92
1721654100,153.91,153.92
1721655000,153.75,153.39
1721655900,136.95,136.95
1721656800,136.95,136.95
1721657700,136.83,136.83
1721658600,136.83,136.83
1721659500,136.83,136.83
1721660400,136.83,136.83
1721661300,130.82,130.82
1721662200,130.82,130.82
1721663100,130.82,130.82
1721664000,130.82,130.82
1721664900,110.10,110.10
1721665800,110.10,110.10
1721666700,110.10,110.10
1721667600,110.10,110.10
1721668500,100.95,100.95
1721669400,100.95,100.95
1721670300,100.95,100.95
1721671200,100.95,100.95
1721672100,99.75,99.75
1721673000,99.75,99.75
1721673900,99.75,99.75
1721674800,99.75,99.75
1721675700,99.75,99.75
1721676600,99.75,99.75
1721677500,99.75,99.75
1721678400,99.75,99.75
1721679300,100.95,100.95
1721680200,100.95,100.95
1721681100,100.95,100.95
1721682000,100.95,100.95
1721682900,127.44,127.44
1721683800,127.44,127.44
1721684700,127.44,127.44
1721685600,127.44,127.44
1721686500,132.25,132.25
1721687400,132.25,132.25
1721688300,132.25,132.25
1721689200,132.25,132.25
1721690100,137.77,137.77
1721691000,137.77,137.77
1721691900,137.77,137.77
1721692800,137.77,137.77
1721693700,151.59,152.44
1721694600,151.61,152.44
1721695500,151.62,152.44
1721696400,152.05,152.44
1721697300,151.92,152.44
1721698200,150.91,151.32
1721699100,148.52,148.52
1721700000,122.10,122.10
1721700900,118.93,118.93
1721701800,118.99,118.99
1721702700,119.53,119.53
1721703600,149.43,149.43
1721704500,150.15,150.88
1721705400,150.15,150.88
1721706300,150.15,150.88
1721707200,150.34,150.88
1721708100,151.74,152.28
1721709000,151.74,152.28
1721709900,151.74,152.28
1721710800,151.76,152.28
1721711700,151.76,152.28
1721712600,151.76,152.28
1721713500,151.76,152.28
1721714400,151.68,152.28
1721715300,179.13,179.13
1721716200,179.13,179.13
1721717100,179.13,179.13
1721718000,179.13,179.13
1721718900,151.70,152.28
1721719800,151.70,152.28
1721720700,151.70,152.28
1721721600,151.68,152.28
1721722500,155.48,155.38
1721723400,155.48,155.38
1721724300,155.42,155.38
1721725200,155.49,155.38
1721726100,153.77,153.66
1721727000,153.75,153.66
1721727900,153.76,153.66
1721728800,153.83,153.73
1721729700,153.69,153.58
1721730600,153.71,153.58
1721731500,153.77,153.71
1721732400,153.75,153.71
1721733300,154.12,154.11
1721734200,154.10,154.11
1721735100,154.08,154.11
1721736000,153.97,154.02
1721736900,154.05,154.11
1721737800,154.03,154.11
1721738700,154.01,154.11
1721739600,154.00,154.11
1721740500,153.90,153.92
1721741400,153.77,153.92
1721742300,153.77,153.92
1721743200,136.28,136.28
1721744100,136.23,136.23
1721745000,136.23,136.23
1721745900,136.23,136.23
1721746800,136.23,136.23
1721747700,124.26,124.26
1721748600,124.26,124.26
1721749500,124.26,124.26
1721750400,124.26,124.26
1721751300,103.70,103.70
1721752200,103.70,103.70
1721753100,103.70,103.70
1721754000,103.70,103.70
1721754900,99.86,99.86
1721755800,99.86,99.86
1721756700,99.86,99.86
1721757600,99.86,99.86
1721758500,99.86,99.86
1721759400,99.86,99.86
1721760300,99.86,99.86
1721761200,99.86,99.86
1721762100,99.86,99.86
1721763000,99.86,99.86
1721763900,99.86,99.86
1721764800,99.86,99.86
1721765700,99.86,99.86
1721766600,99.86,99.86
1721767500,99.86,99.86
1721768400,99.86,99.86
1721769300,120.62,120.62
1721770200,120.62,120.62
1721771100,120.62,120.62
1721772000,120.62,120.62
1721772900,133.67,133.67
1721773800,133.67,133.67
1721774700,133.67,133.67
1721775600,133.67,133.67
1721776500,139.02,139.02
1721777400,139.02,139.02
1721778300,139.02,139.02
1721779200,139.02,139.02
1721780100,152.78,152.63
1721781000,152.78,152.63
1721781900,152.78,152.63
1721782800,152.39,152.63
1721783700,144.29,144.29
1721784600,144.29,144.29
1721785500,144.29,144.29
1721786400,144.29,144.29
1721787300,152.21,152.63
1721788200,152.21,152.63
1721789100,152.21,152.63
1721790000,152.21,152.63
1721790900,142.16,142.16
1721791800,142.16,142.16
1721792700,142.16,142.16
1721793600,142.16,142.16
1721794500,143.74,143.74
1721795400,143.74,143.74
1721796300,143.74,143.74
1721797200,143.74,143.74
1721798100,149.59,149.59
1721799000,149.59,149.59
1721799900,149.59,149.59
1721800800,149.59,149.59
1721801700,151.62,152.12
1721802600,151.62,152.12
1721803500,151.67,152.12
1721804400,151.67,152.12
1721805300,144.29,144.29
1721806200,144.29,144.29
1721807100,150.58,151.63
1721808000,150.80,151.63
1721808900,153.18,154.01
1721809800,153.18,154.01
1721810700,153.18,154.01
1721811600,152.64,154.01
1721812500,152.64,154.01
1721813400,152.86,154.01
1721814300,153.09,154.01
1721815200,153.72,154.01
1721816100,154.23,154.27
1721817000,154.21,154.27
1721817900,154.20,154.27
1721818800,154.18,154.27
1721819700,152.10,152.21
1721820600,152.08,152.21
1721821500,152.06,152.21
1721822400,152.12,152.21
1721823300,152.17,152.21
1721824200,152.22,152.21
1721825100,152.27,152.21
1721826000,152.31,152.21
1721826900,152.76,152.21
1721827800,152.76,152.21
1721828700,152.76,152.21
1721829600,152.76,152.21
1721830500,152.77,152.02
1721831400,152.77,152.02
1721832300,152.02,152.02
1721833200,134.72,134.72
1721834100,130.73,130.73
1721835000,130.73,130.73
1721835900,130.73,130.73
1721836800,130.73,130.73
1721837700,103.77,103.77
1721838600,103.77,103.77
1721839500,103.77,103.77
1721840400,103.77,103.77
1721841300,100.11,100.11
1721842200,100.11,100.11
1721843100,100.11,100.11
1721844000,100.11,100.11
1721844900,100.11,100.11
1721845800,100.11,100.11
1721846700,100.11,100.11
1721847600,100.11,100.11
1721848500,100.42,100.42
1721849400,100.42,100.42
1721850300,100.42,100.42
1721851200,100.42,100.42
1721852100,100.42,100.42
1721853000,100.42,100.42
1721853900,100.42,100.42
1721854800,100.42,100.42
1721855700,120.65,120.65
1721856600,120.65,120.65
1721857500,120.65,120.65
1721858400,120.65,120.65
1721859300,134.17,134.17
1721860200,134.17,134.17
1721861100,134.17,134.17
1721862000,134.17,134.17
1721862900,137.99,137.99
1721863800,137.99,137.99
1721864700,137.99,137.99
1721865600,137.99,137.99
1721866500,141.76,141.76
1721867400,141.76,141.76
1721868300,141.76,141.76
1721869200,141.76,141.76
1721870100,143.71,143.71
1721871000,143.71,143.71
1721871900,143.71,143.71
1721872800,143.71,143.71
1721873700,154.20,154.20
1721874600,154.20,154.20
1721875500,152.36,153.37
1721876400,152.61,152.81
1721877300,142.32,142.32
1721878200,142.32,142.32
1721879100,142.32,142.32
1721880000,142.32,142.32
1721880900,154.95,154.95
1721881800,154.95,154.95
1721882700,154.95,154.95
1721883600,154.95,154.95
1721884500,156.38,156.38
1721885400,156.38,156.38
1721886300,156.38,156.38
1721887200,156.38,156.38
1721888100,143.62,143.62
1721889000,143.62,143.62
1721889900,143.62,143.62
1721890800,143.62,143.62
1721891700,141.76,141.76
1721892600,141.76,141.76
1721893500,141.76,141.76
1721894400,141.76,141.76
1721895300,151.91,152.05
1721896200,153.40,154.31
1721897100,153.35,154.31
1721898000,153.10,154.31
1721898900,153.18,154.38
1721899800,153.45,154.38
1721900700,153.73,154.38
1721901600,155.00,154.38
1721902500,155.34,154.82
1721903400,155.24,154.82
1721904300,155.15,154.82
1721905200,155.07,154.82
1721906100,155.03,154.86
1721907000,154.96,154.86
1721907900,154.90,154.86
1721908800,154.85,154.86
1721909700,154.86,154.92
1721910600,154.87,154.92
1721911500,154.84,154.92
1721912400,154.88,154.92
1721913300,154.93,154.92
1721914200,154.69,154.92
1721915100,154.37,154.66
1721916000,137.91,137.91
1721916900,133.36,133.36
1721917800,133.36,133.36
1721918700,133.36,133.36
1721919600,133.36,133.36
1721920500,125.12,125.12
1721921400,125.12,125.12
1721922300,125.12,125.12
1721923200,125.12,125.12
1721924100,101.83,101.83
1721925000,101.83,101.83
1721925900,101.83,101.83
1721926800,101.83,101.83
1721927700,100.74,100.74
1721928600,100.74,100.74
1721929500,100.74,100.74
1721930400,100.74,100.74
1721931300,100.95,100.95
1721932200,100.95,100.95
1721933100,100.95,100.95
1721934000,100.95,100.95
1721934900,100.95,100.95
1721935800,100.95,100.95
1721936700,100.95,100.95
1721937600,100.95,100.95
1721938500,100.95,100.95
1721939400,100.95,100.95
1721940300,100.95,100.95
1721941200,100.95,100.95
1721942100,120.34,120.34
1721943000,120.34,120.34
1721943900,120.34,120.34
1721944800,120.34,120.34
1721945700,132.80,132.80
1721946600,132.80,132.80
1721947500,132.80,132.80
1721948400,132.80,132.80
1721949300,139.02,139.02
1721950200,139.02,139.02
1721951100,139.02,139.02
1721952000,139.02,139.02
1721952900,139.02,139.02
1721953800,139.02,139.02
1721954700,139.02,139.02
1721955600,139.02,139.02
1721956500,150.07,151.06
1721957400,150.07,151.06
1721958300,150.07,151.06
1721959200,150.33,151.06
1721960100,155.53,155.53
1721961000,155.53,155.53
1721961900,155.53,155.53
1721962800,155.53,155.53
1721963700,151.35,153.85
1721964600,151.35,153.85
1721965500,151.35,153.85
1721966400,151.43,153.85
1721967300,174.79,174.79
1721968200,174.79,174.79
1721969100,174.79,174.79
1721970000,174.79,174.79
1721970900,208.90,208.90
1721971800,208.90,208.90
1721972700,208.90,208.90
1721973600,208.90,208.90
1721974500,208.90,208.90
1721975400,208.90,208.90
1721976300,208.90,208.90
1721977200,203.00,203.00
1721978100,153.63,153.85
1721979000,153.63,153.85
1721979900,153.63,153.85
1721980800,153.63,153.85
1721981700,153.49,153.85
1721982600,153.49,153.85
1721983500,153.49,153.85
1721984400,153.24,153.85
1721985300,153.51,154.12
1721986200,153.51,154.12
1721987100,153.51,154.12
1721988000,153.58,154.12
1721988900,150.90,151.36
1721989800,150.98,151.36
1721990700,151.05,151.36
1721991600,151.12,151.36
1721992500,151.43,151.60
1721993400,151.49,151.60
1721994300,151.55,151.60
1721995200,151.61,151.60
1721996100,151.53,151.47
1721997000,151.57,151.47
1721997900,151.57,151.47
1721998800,151.70,151.47
1721999700,152.46,151.47
1722000600,151.47,151.47
1722001500,151.47,151.47
1722002400,138.01,138.01
1722003300,134.72,134.72
1722004200,134.72,134.72
1722005100,134.72,134.72
1722006000,134.72,134.72
1722006900,136.39,136.39
1722007800,136.39,136.39
1722008700,136.39,136.39
1722009600,136.39,136.39
1722010500,120.05,120.05
1722011400,120.05,120.05
1722012300,120.05,120.05
1722013200,120.05,120.05
1722014100,115.19,115.19
1722015000,115.19,115.19
1722015900,115.19,115.19
1722016800,115.19,115.19
1722017700,102.03,102.03
1722018600,102.03,102.03
1722019500,102.03,102.03
1722020400,102.03,102.03
1722021300,102.03,102.03
1722022200,102.03,102.03
1722023100,102.03,102.03
1722024000,102.03,102.03
1722024900,102.03,102.03
1722025800,102.03,102.03
1722026700,102.03,102.03
1722027600,102.03,102.03
1722028500,104.88,104.88
1722029400,104.88,104.88
1722030300,104.88,104.88
1722031200,104.88,104.88
1722032100,104.88,104.88
1722033000,104.88,104.88
1722033900,104.88,104.88
1722034800,104.88,104.88
1722035700,136.79,136.79
1722036600,136.79,136.79
1722037500,136.79,136.79
1722038400,136.79,136.79
1722039300,139.53,139.53
1722040200,139.53,139.53
1722041100,139.53,139.53
1722042000,139.53,139.53
1722042900,145.42,145.42
1722043800,145.42,145.42
1722044700,151.73,152.14
1722045600,151.73,152.14
1722046500,152.46,152.87
1722047400,152.46,152.87
1722048300,152.46,152.87
1722049200,152.46,152.87
1722050100,152.46,152.87
1722051000,152.46,152.87
1722051900,152.46,152.87
1722052800,152.46,152.87
1722053700,152.46,152.87
1722054600,152.46,152.87
1722055500,152.46,152.87
1722056400,152.70,152.87
1722057300,152.70,152.87
1722058200,152.70,152.87
1722059100,152.70,152.87
1722060000,152.46,152.87
1722060900,151.36,151.77
1722061800,151.36,151.77
1722062700,151.36,151.77
1722063600,151.36,151.77
1722064500,139.50,139.50
1722065400,139.50,139.50
1722066300,139.50,139.50
1722067200,139.50,139.50
1722068100,139.48,139.48
1722069000,139.48,139.48
1722069900,139.48,139.48
1722070800,139.48,139.48
1722071700,139.51,139.51
1722072600,139.51,139.51
1722073500,139.51,139.51
1722074400,139.51,139.51
1722075300,155.57,155.07
1722076200,155.51,155.07
1722077100,155.44,155.07
1722078000,155.32,155.07
1722078900,155.45,155.31
1722079800,155.36,155.31
1722080700,155.28,155.31
1722081600,155.21,155.31
1722082500,155.14,155.31
1722083400,155.08,155.31
1722084300,155.03,155.31
1722085200,154.98,155.31
1722086100,154.86,155.31
1722087000,135.52,135.52
1722087900,135.52,135.52
1722088800,135.52,135.52
1722089700,135.52,135.52
1722090600,135.52,135.52
1722091500,135.52,135.52
1722092400,135.52,135.52
1722093300,124.53,124.53
1722094200,124.53,124.53
1722095100,124.53,124.53
1722096000,124.53,124.53
1722096900,101.06,101.06
1722097800,101.06,101.06
1722098700,101.06,101.06
1722099600,101.06,101.06
1722100500,100.74,100.74
1722101400,100.74,100.74
1722102300,100.74,100.74
1722103200,100.74,100.74
1722104100,95.20,95.20
1722105000,95.20,95.20
1722105900,95.20,95.20
1722106800,95.20,95.20
1722107700,95.20,95.20
1722108600,95.20,95.20
1722109500,95.20,95.20
1722110400,95.20,95.20
1722111300,96.06,96.06
1722112200,96.06,96.06
1722113100,96.06,96.06
1722114000,96.06,96.06
1722114900,96.06,96.06
1722115800,96.06,96.06
1722116700,96.06,96.06
1722117600,96.06,96.06
1722118500,101.56,101.56
1722119400,101.56,101.56
1722120300,101.56,101.56
1722121200,101.56,101.56
1722122100,127.22,127.22
1722123000,127.22,127.22
1722123900,127.22,127.22
1722124800,127.22,127.22
1722125700,181.23,181.23
1722126600,181.23,181.23
1722127500,181.23,181.23
1722128400,181.23,181.23
1722129300,139.21,139.21
1722130200,139.21,139.21
1722131100,139.21,139.21
1722132000,139.21,139.21
1722132900,179.24,179.24
1722133800,179.24,179.24
1722134700,179.24,179.24
1722135600,179.24,179.24
1722136500,139.53,139.53
1722137400,139.53,139.53
1722138300,139.53,139.53
1722139200,139.53,139.53
1722140100,139.15,139.15
1722141000,139.15,139.15
1722141900,139.15,139.15
1722142800,139.15,139.15
1722143700,139.79,139.79
1722144600,139.79,139.79
1722145500,139.79,139.79
1722146400,139.79,139.79
1722147300,141.66,141.66
1722148200,141.66,141.66
1722149100,141.66,141.66
1722150000,141.66,141.66
1722150900,141.53,141.53
1722151800,141.53,141.53
1722152700,141.53,141.53
1722153600,141.53,141.53
1722154500,141.68,141.68
1722155400,141.68,141.68
1722156300,151.13,151.68
1722157200,151.13,151.68
1722158100,153.51,154.07
1722159000,153.51,154.07
1722159900,153.51,154.07
1722160800,153.51,154.07
1722161700,153.78,154.33
1722162600,153.88,154.33
1722163500,153.97,154.33
1722164400,154.06,154.33
1722165300,195.51,195.51
1722166200,195.51,195.51
1722167100,195.51,195.51
1722168000,195.51,195.51
1722168900,152.27,152.21
1722169800,152.36,152.21
1722170700,152.17,151.95
1722171600,152.24,151.95
1722172500,153.37,152.32
1722173400,152.46,152.32
1722174300,153.37,152.32
1722175200,134.11,134.11
1722176100,118.97,118.97
1722177000,118.97,118.97
1722177900,118.97,118.97
1722178800,118.97,118.97
1722179700,124.19,124.19
1722180600,124.19,124.19
1722181500,124.19,124.19
1722182400,124.19,124.19
1722183300,100.23,100.23
1722184200,100.23,100.23
1722185100,100.23,100.23
1722186000,100.23,100.23
1722186900,95.30,95.30
1722187800,95.30,95.30
1722188700,95.30,95.30
1722189600,95.30,95.30
1722190500,95.30,95.30
1722191400,95.30,95.30
1722192300,95.30,95.30
1722193200,95.30,95.30
1722194100,95.30,95.30
1722195000,95.30,95.30
1722195900,95.30,95.30
1722196800,95.30,95.30
1722197700,95.30,95.30
1722198600,95.30,95.30
1722199500,95.30,95.30
1722200400,95.30,95.30
1722201300,100.58,100.58
1722202200,100.58,100.58
1722203100,100.58,100.58
1722204000,100.58,100.58
1722204900,121.12,121.12
1722205800,121.12,121.12
1722206700,121.12,121.12
1722207600,121.12,121.12
1722208500,135.31,135.31
1722209400,135.31,135.31
1722210300,135.31,135.31
1722211200,135.31,135.31
1722212100,138.55,138.55
1722213000,138.55,138.55
1722213900,138.55,138.55
1722214800,138.55,138.55
1722215700,138.58,138.58
1722216600,138.58,138.58
1722217500,138.58,138.58
1722218400,138.58,138.58
1722219300,138.58,138.58
1722220200,138.58,138.58
1722221100,138.58,138.58
1722222000,138.58,138.58
1722222900,139.02,139.02
1722223800,139.02,139.02
1722224700,139.02,139.02
1722225600,139.02,139.02
1722226500,151.02,151.48
1722227400,151.02,151.48
1722228300,151.02,151.48
1722229200,151.02,151.48
